id,餐廳名稱,餐廳評價,餐廳地址,餐廳連結
103,溫咖哩 Wen Curry,4.7,臺北市中正區濟南路二段3號之八,https://ifoodie.tw/restaurant/6134a970a6272805a3865da9-%E6%BA%AB%E5%92%96%E5%93%A9-Wen-Curry
104,臭老闆現蒸臭豆腐-本店,3.9,臺北市中正區中華路二段313巷6號,https://ifoodie.tw/restaurant/559d2bd7c03a103ee86c49b0-%E8%87%AD%E8%80%81%E9%97%86%E7%8F%BE%E8%92%B8%E8%87%AD%E8%B1%86%E8%85%90-%E6%9C%AC%E5%BA%97
105,瓦崎燒烤火鍋 公館店,4.1,臺北市中正區羅斯福路四段24巷5號,https://ifoodie.tw/restaurant/559d04e1c03a103ee86c3419-%E7%93%A6%E5%B4%8E%E7%87%92%E7%83%A4%E7%81%AB%E9%8D%8B-%E5%85%AC%E9%A4%A8%E5%BA%97
106,蚵仔麵線佳鑫檸檬,4.5,臺北市中正區泉州街32之2號,https://ifoodie.tw/restaurant/559d6bdfc03a103ee86c7455-%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A%E4%BD%B3%E9%91%AB%E6%AA%B8%E6%AA%AC
107,青島排骨便當,3.9,臺北市中正區青島東路3號之3,https://ifoodie.tw/restaurant/5676ee7f2756dd3d5552acd3-%E9%9D%92%E5%B3%B6%E6%8E%92%E9%AA%A8%E4%BE%BF%E7%95%B6
108,太陽蕃茄拉麵,4.3,臺北市中正區忠孝西路一段38號B1樓,https://ifoodie.tw/restaurant/559d3c6fc03a103ee86c54d1-%E5%A4%AA%E9%99%BD%E8%95%83%E8%8C%84%E6%8B%89%E9%BA%B5
109,豬肝榮仔 南機場直營店,4.5,臺北市中正區中華路二段313巷10號,https://ifoodie.tw/restaurant/630ac8df7cc7fc419f8c7ce6-%E8%B1%AC%E8%82%9D%E6%A6%AE%E4%BB%94-%E5%8D%97%E6%A9%9F%E5%A0%B4%E7%9B%B4%E7%87%9F%E5%BA%97
110,青鳥Bleu&Book,4.5,台北市八德路一段1號,https://ifoodie.tw/restaurant/57fe7acd2756dd3badddb26c-%E9%9D%92%E9%B3%A5Bleu%26Book
111,松青潤餅,4.4,臺北市中正區中華路二段311巷4號,https://ifoodie.tw/restaurant/5a3560a52756dd53a25ae748-%E6%9D%BE%E9%9D%92%E6%BD%A4%E9%A4%85
112,豆味行,3.9,臺北市中正區南昌路一段64號,https://ifoodie.tw/restaurant/559d0bc5c03a103ee86c374d-%E8%B1%86%E5%91%B3%E8%A1%8C
113,台北凱撒大飯店,3.9,臺北市中正區忠孝西路一段38號,https://ifoodie.tw/restaurant/62948203781cc0417ab3ed8b-%E5%8F%B0%E5%8C%97%E5%87%B1%E6%92%92%E5%A4%A7%E9%A3%AF%E5%BA%97
114,B-Line By A Train,4.6,台北市中正區忠孝東路二段104號2樓,https://ifoodie.tw/restaurant/559dc5a7c03a103ee86ca8a6-B-Line-By-A-Train
115,30 ice cream,4.4,臺北市中正區市民大道一段100號臺北地下街Y22入口處,https://ifoodie.tw/restaurant/61c2d7c3781cc0365e195c77-30-ice-cream
116,uPoke 夏威夷生魚飯 水源門市,4.7,臺北市中正區思源街16號,https://ifoodie.tw/restaurant/62256c5fa627280f927b8740-uPoke-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%9F%E9%AD%9A%E9%A3%AF-%E6%B0%B4%E6%BA%90%E9%96%80%E5%B8%82
117,曼德樂泰式料理,3.9,臺北市中正區汀州路三段239號,https://ifoodie.tw/restaurant/571e5c012756dd504810441f-%E6%9B%BC%E5%BE%B7%E6%A8%82%E6%B3%B0%E5%BC%8F%E6%96%99%E7%90%86
118,SHAPE2GO,4.8,臺北市中正區青島東路25之2號,https://ifoodie.tw/restaurant/6315f9797cc7fc70961e6bf6-SHAPE2GO
119,小螺波 XIAO LUO BO 公館店,4.4,臺北市中正區羅斯福路三段284巷11號一樓,https://ifoodie.tw/restaurant/616786f9a6272874909a1f19-%E5%B0%8F%E8%9E%BA%E6%B3%A2-XIAO-LUO-BO-%E5%85%AC%E9%A4%A8%E5%BA%97
120,純愛小吃部 Pure Love Diner Bar,4.4,臺北市中正區汀州路三段104巷9號,https://ifoodie.tw/restaurant/604a104c7cc7fc6018f8914a-%E7%B4%94%E6%84%9B%E5%B0%8F%E5%90%83%E9%83%A8-Pure-Love-Dine
121,十二廚 (喜來登大飯店),3.7,臺北市中正區忠孝東路一段12號,https://ifoodie.tw/restaurant/559d4bc0c03a103ee86c5eb1-%E5%8D%81%E4%BA%8C%E5%BB%9A-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97)
122,彼得好咖啡（南門店）Peter Better Cafe,4.3,臺北市中正區羅斯福路一段24號,https://ifoodie.tw/restaurant/630779fa7cc7fc2c07d90a04-%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1%EF%BC%88%E5%8D%97%E9%96%80%E5%BA%97%EF%BC%89Peter-Bett
123,三鱻食堂,4.3,臺北市中正區濟南路二段58之3號,https://ifoodie.tw/restaurant/56561d602756dd1d7a1b03d2-%E4%B8%89%E9%B1%BB%E9%A3%9F%E5%A0%82
124,金家飯捲 KOREA GIMBAP 김가김밥,4.5,臺北市中正區金門街2之3號,https://ifoodie.tw/restaurant/62fb9b707cc7fc67f86391de-%E9%87%91%E5%AE%B6%E9%A3%AF%E6%8D%B2-KOREA-GIMBAP-%EA%B9%80%EA%B0%80
125,BAC Cake & Sweets,4.0,臺北市中正區忠孝西路一段38號,https://ifoodie.tw/restaurant/559d3c83c03a103ee86c5505-BAC-Cake-%26-Sweets
126,Chirle Brown 查理布朗烘焙 微風北車店,3.2,臺北市中正區北平西路3號,https://ifoodie.tw/restaurant/6304d6197cc7fc49bce00181-Chirle-Brown-%E6%9F%A5%E7%90%86%E5%B8%83%E6%9C%97%E7%83%98%E7%84%99-
127,北棲 邸家,4.6,臺北市中正區忠孝東路二段40號,https://ifoodie.tw/restaurant/613a3115cd99574a7ac1b7a5-%E5%8C%97%E6%A3%B2-%E9%82%B8%E5%AE%B6
128,金雞園,3.7,臺北市中正區羅斯福路三段316巷8弄3之1號,https://ifoodie.tw/restaurant/559d7cebc03a103ee86c7f14-%E9%87%91%E9%9B%9E%E5%9C%92
129,陳記燒臘,4.3,臺北市中正區濟南路二段62巷3號,https://ifoodie.tw/restaurant/5caf4da72756dd4c1c074af9-%E9%99%B3%E8%A8%98%E7%87%92%E8%87%98
130,偷飯賊 微風台北車站店,4.0,臺北市中正區北平西路3號微風臺北車站店2樓,https://ifoodie.tw/restaurant/60941220baf6d30e55b6bad2-%E5%81%B7%E9%A3%AF%E8%B3%8A-%E5%BE%AE%E9%A2%A8%E5%8F%B0%E5%8C%97%E8%BB%8A%E7%AB%99%E5%BA%97
131,華山-合掌村,4.5,臺北市中正區忠孝東路一段108號1樓,https://ifoodie.tw/restaurant/59bac4a32756dd5b884cfc1d-%E8%8F%AF%E5%B1%B1-%E5%90%88%E6%8E%8C%E6%9D%91
132,初面,4.6,臺北市中正區信陽街30號,https://ifoodie.tw/restaurant/5f4f99f9226139528e230e55-%E5%88%9D%E9%9D%A2
133,晉江茶堂,4.1,臺北市中正區晉江街1號,https://ifoodie.tw/restaurant/559ddf3dc03a103ee86cb80f-%E6%99%89%E6%B1%9F%E8%8C%B6%E5%A0%82
136,隱家拉麵 公館店,4.3,臺北市中正區羅斯福路四段52巷1之1號,https://ifoodie.tw/restaurant/62a34a6c7cc7fc39581330d2-%E9%9A%B1%E5%AE%B6%E6%8B%89%E9%BA%B5-%E5%85%AC%E9%A4%A8%E5%BA%97
137,首爾之家,3.9,臺北市中正區羅斯福路三段244巷10弄14號,https://ifoodie.tw/restaurant/562926fd2756dd74707fbed7-%E9%A6%96%E7%88%BE%E4%B9%8B%E5%AE%B6
138,小隱茶庵,4.2,臺北市中正區杭州南路一段143巷12之1號,https://ifoodie.tw/restaurant/5e63c2298c906d6e5a562b2f-%E5%B0%8F%E9%9A%B1%E8%8C%B6%E5%BA%B5
139,劉媽媽飯糰,4.3,臺北市中正區杭州南路二段88號,https://ifoodie.tw/restaurant/559d35c3c03a103ee86c50d6-%E5%8A%89%E5%AA%BD%E5%AA%BD%E9%A3%AF%E7%B3%B0
140,城中市場老牌牛肉拉麵大王,4.2,臺北市中正區重慶南路一段46巷7號,https://ifoodie.tw/restaurant/55a5ff2ac03a102ec1415d9e-%E5%9F%8E%E4%B8%AD%E5%B8%82%E5%A0%B4%E8%80%81%E7%89%8C%E7%89%9B%E8%82%89%E6%8B%89%E9%BA%B5%E5%A4%A7%E7%8E%8B
141,明星咖啡館,4.1,臺北市中正區武昌街一段5號2樓,https://ifoodie.tw/restaurant/559d3e78c03a103ee86c5667-%E6%98%8E%E6%98%9F%E5%92%96%E5%95%A1%E9%A4%A8
142,有飲 Youin 創意飲品 台北公館店,4.1,臺北市中正區汀州路三段221號,https://ifoodie.tw/restaurant/6226c828a62728640af345d4-%E6%9C%89%E9%A3%B2-Youin-%E5%89%B5%E6%84%8F%E9%A3%B2%E5%93%81-%E5%8F%B0%E5%8C%97%E5%85%AC%E9%A4%A8%E5%BA%97
143,辛殿麻辣鍋 公館店,4.4,臺北市中正區羅斯福路三段316巷9弄1號,https://ifoodie.tw/restaurant/5f90fe0902935e35cd626b65-%E8%BE%9B%E6%AE%BF%E9%BA%BB%E8%BE%A3%E9%8D%8B-%E5%85%AC%E9%A4%A8%E5%BA%97
144,旨燕,4.2,臺北市中正區開封街一段90號,https://ifoodie.tw/restaurant/61a2da57a627284780e99d63-%E6%97%A8%E7%87%95
145,素食地瓜球,4.1,臺北市中正區羅斯福路四段108巷8之1號,https://ifoodie.tw/restaurant/5cb81675f524683336995f38-%E7%B4%A0%E9%A3%9F%E5%9C%B0%E7%93%9C%E7%90%83
146,小木斑馬 Brunch & coffee,4.5,臺北市中正區羅斯福路二段66巷16號,https://ifoodie.tw/restaurant/62f80028cd995702534a61e8-%E5%B0%8F%E6%9C%A8%E6%96%91%E9%A6%AC-Brunch-%26-coffee
147,楽坡BonBox - 台北站前店 / 樂坡舒肥健康餐盒,4.3,臺北市中正區信陽街26之1號,https://ifoodie.tw/restaurant/62f89a9b873d794b7d0baa01-%E6%A5%BD%E5%9D%A1BonBox-%E5%8F%B0%E5%8C%97%E7%AB%99%E5%89%8D%E5%BA%97-%2F-%E6%A8%82%E5%9D%A1%E8%88%92
148,Louisa Coffee 路易莎咖啡(忠孝善導寺門市),3.2,臺北市中正區忠孝東路一段148號,https://ifoodie.tw/restaurant/62f617f2baf6d37d4b85ef5e-Louisa-Coffee-%E8%B7%AF%E6%98%93%E8%8E%8E%E5%92%96%E5%95%A1(
149,如意黑糖挫冰,3.9,臺北市中正區中華路二段313巷35號,https://ifoodie.tw/restaurant/62f6607f873d795e60427a28-%E5%A6%82%E6%84%8F%E9%BB%91%E7%B3%96%E6%8C%AB%E5%86%B0
150,魚君 さかなくん 海鮮公有市場,4.2,臺北市中正區金山南路一段35號,https://ifoodie.tw/restaurant/5ac908f32756dd7b4f128e6e-%E9%AD%9A%E5%90%9B-%E3%81%95%E3%81%8B%E3%81%AA%E3%81%8F%E3%82%93-%E6%B5%B7%E9%AE%AE%E5%85%AC%E6%9C%89%E5%B8%82%E5%A0%B4
151,東石小館,4.6,台北市中正區汀州路三段168號,https://ifoodie.tw/restaurant/61d264b4873d7920225597f1-%E6%9D%B1%E7%9F%B3%E5%B0%8F%E9%A4%A8
152,維都 公館店,4.7,臺北市中正區羅斯福路三段244巷13號,https://ifoodie.tw/restaurant/62c109e88282877424813e4e-%E7%B6%AD%E9%83%BD-%E5%85%AC%E9%A4%A8%E5%BA%97
153,華國早餐店,4.4,臺北市中正區青島東路23號,https://ifoodie.tw/restaurant/62f38fb4873d7915b9eb40ba-%E8%8F%AF%E5%9C%8B%E6%97%A9%E9%A4%90%E5%BA%97
154,古北饕,4.3,臺北市中正區金門街1之6號,https://ifoodie.tw/restaurant/5b7a60f8f52468793f552f84-%E5%8F%A4%E5%8C%97%E9%A5%95
155,午冬甜點工作室,4.7,臺北市大安區樂利路33號,https://ifoodie.tw/restaurant/5c7a8057f524685bb9126e66-%E5%8D%88%E5%86%AC%E7%94%9C%E9%BB%9E%E5%B7%A5%E4%BD%9C%E5%AE%A4
156,酷覓星-誠品站前店 世界美食評鑑伴手禮,5.0,台北市中正區忠孝西路一段49號B1,https://ifoodie.tw/restaurant/62f38433781cc02281fc19c1-%E9%85%B7%E8%A6%93%E6%98%9F-%E8%AA%A0%E5%93%81%E7%AB%99%E5%89%8D%E5%BA%97-%E4%B8%96%E7%95%8C%E7%BE%8E%E9%A3%9F%E8%A9%95%E9%91%91%E4%BC%B4%E6%89%8B%E7%A6%AE
157,振頤軒 忠孝新生門市,4.1,臺北市中正區忠孝東路二段102號,https://ifoodie.tw/restaurant/5b2be9bf2756dd0e7cb646c3-%E6%8C%AF%E9%A0%A4%E8%BB%92-%E5%BF%A0%E5%AD%9D%E6%96%B0%E7%94%9F%E9%96%80%E5%B8%82
158,廣州餐廳,4.2,臺北市中正區中華路二段427號,https://ifoodie.tw/restaurant/62a327d9baf6d342301c7f50-%E5%BB%A3%E5%B7%9E%E9%A4%90%E5%BB%B3
159,肥前屋,3.8,中山北路一段121巷13-2號,https://ifoodie.tw/restaurant/559d2d2dc03a103ee86c4af5-%E8%82%A5%E5%89%8D%E5%B1%8B
160,南機場汕頭乾麵,4.1,臺北市中正區中華路二段307巷15號,https://ifoodie.tw/restaurant/55a4bb0fc03a1002ad8adb75-%E5%8D%97%E6%A9%9F%E5%A0%B4%E6%B1%95%E9%A0%AD%E4%B9%BE%E9%BA%B5
161,Dicos德克士脆皮炸雞 台北重慶南店,4.0,臺北市中正區重慶南路一段100號,https://ifoodie.tw/restaurant/62f10f397cc7fc49b6eb4fcc-Dicos%E5%BE%B7%E5%85%8B%E5%A3%AB%E8%84%86%E7%9A%AE%E7%82%B8%E9%9B%9E-%E5%8F%B0%E5%8C%97%E9%87%8D%E6%85%B6%E5%8D%97%E5%BA%97
162,YU POKÉ-夏威夷生魚飯,4.7,臺北市中正區羅斯福路四段24巷12弄4號,https://ifoodie.tw/restaurant/5ca402ba2261390af6989b96-YU-POK%C3%89-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%9F%E9%AD%9A%E9%A3%AF
163,饗聚廚房 台北花園大酒店,3.5,臺北市中正區中華路二段1號1樓,https://ifoodie.tw/restaurant/60768fedcd99572ecca50a80-%E9%A5%97%E8%81%9A%E5%BB%9A%E6%88%BF-%E5%8F%B0%E5%8C%97%E8%8A%B1%E5%9C%92%E5%A4%A7%E9%85%92%E5%BA%97
164,職業吃漢 食硏所,4.5,臺北市中正區汀州路二段323號,https://ifoodie.tw/restaurant/630878e0baf6d33483a54e9a-%E8%81%B7%E6%A5%AD%E5%90%83%E6%BC%A2-%E9%A3%9F%E7%A1%8F%E6%89%80
165,潮·雞·派,4.9,臺北市中正區汀州路二段82號,https://ifoodie.tw/restaurant/62ee6c4e7cc7fc49b6eb1106-%E6%BD%AE%C2%B7%E9%9B%9E%C2%B7%E6%B4%BE
166,鴉片粉圓,4.0,臺北市中正區羅斯福路四段52巷16弄4號,https://ifoodie.tw/restaurant/59ef803d2756dd291ac66147-%E9%B4%89%E7%89%87%E7%B2%89%E5%9C%93
167,欣葉日本料理自助餐聽,4.4,臺北市中正區館前路12號6樓,https://ifoodie.tw/restaurant/559de1b6c03a103ee86cb9d5-%E6%AC%A3%E8%91%89%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%E8%87%AA%E5%8A%A9%E9%A4%90%E8%81%BD
168,Petit France 小法國餐館,4.7,臺北市中正區青島東路21之4號善導寺捷運站,https://ifoodie.tw/restaurant/5e1342712756dd0e3c6eb051-Petit-France-%E5%B0%8F%E6%B3%95%E5%9C%8B%E9%A4%90%E9%A4%A8
169,東一排骨總店,4.3,臺北市中正區延平南路61號2樓,https://ifoodie.tw/restaurant/559d4e54c03a103ee86c60d6-%E6%9D%B1%E4%B8%80%E6%8E%92%E9%AA%A8%E7%B8%BD%E5%BA%97
170,公館阿姨滷味,4.7,臺北市中正區羅斯福路三段286巷12號,https://ifoodie.tw/restaurant/6109feb2baf6d378ecff544b-%E5%85%AC%E9%A4%A8%E9%98%BF%E5%A7%A8%E6%BB%B7%E5%91%B3
171,吸手吃早午餐,4.8,臺北市中正區愛國西路50之4號一樓,https://ifoodie.tw/restaurant/631bfc1c82828774d9b0ca76-%E5%90%B8%E6%89%8B%E5%90%83%E6%97%A9%E5%8D%88%E9%A4%90
172,山內雞肉,4.0,臺北市中正區中華路二段307巷20之3號,https://ifoodie.tw/restaurant/56decdad2756dd53853d469c-%E5%B1%B1%E5%85%A7%E9%9B%9E%E8%82%89
173,和牛涮樂日式涮涮鍋 公館店,4.6,臺北市中正區汀州路三段92號,https://ifoodie.tw/restaurant/5fe16052226139731a906b91-%E5%92%8C%E7%89%9B%E6%B6%AE%E6%A8%82%E6%97%A5%E5%BC%8F%E6%B6%AE%E6%B6%AE%E9%8D%8B-%E5%85%AC%E9%A4%A8%E5%BA%97
174,公館活蝦,4.5,台北市中正區汀洲路三段210號,https://ifoodie.tw/restaurant/61a44ad6cd99573c98fa318f-%E5%85%AC%E9%A4%A8%E6%B4%BB%E8%9D%A6
175,山海樓,4.1,臺北市中正區仁愛路二段94號,https://ifoodie.tw/restaurant/5ca376c923679c1528e2559e-%E5%B1%B1%E6%B5%B7%E6%A8%93
176,池先生 Kopitiam 公館店,4.3,臺北市中正區羅斯福路三段284巷10號,https://ifoodie.tw/restaurant/59dbbacd2756dd1e89198c9f-%E6%B1%A0%E5%85%88%E7%94%9F-Kopitiam-%E5%85%AC%E9%A4%A8%E5%BA%97
177,鐘予原味當歸鴨 公館店,4.4,臺北市中正區汀州路三段81號,https://ifoodie.tw/restaurant/61dd2292baf6d30524a2ac37-%E9%90%98%E4%BA%88%E5%8E%9F%E5%91%B3%E7%95%B6%E6%AD%B8%E9%B4%A8-%E5%85%AC%E9%A4%A8%E5%BA%97
178,大嗑西式餐館,4.6,臺北市中正區濟南路二段18之3號,https://ifoodie.tw/restaurant/559d6308c03a103ee86c6d68-%E5%A4%A7%E5%97%91%E8%A5%BF%E5%BC%8F%E9%A4%90%E9%A4%A8
179,貳樓餐廳Second Floor Cafe,4.1,臺北市中正區北平西路3號,https://ifoodie.tw/restaurant/559d7050c03a103ee86c76cf-%E8%B2%B3%E6%A8%93%E9%A4%90%E5%BB%B3Second-Floor-Caf
180,大三元酒樓,4.1,臺北市中正區衡陽路46號,https://ifoodie.tw/restaurant/559d9690c03a103ee86c8d5a-%E5%A4%A7%E4%B8%89%E5%85%83%E9%85%92%E6%A8%93
181,蘇記餃子館,4.0,臺北市中正區延平南路101巷5號,https://ifoodie.tw/restaurant/559d33b5c03a103ee86c4f99-%E8%98%87%E8%A8%98%E9%A4%83%E5%AD%90%E9%A4%A8
182,興鐵板燒,4.5,臺北市中正區仁愛路二段7號,https://ifoodie.tw/restaurant/5ffd1732226139325ef371e8-%E8%88%88%E9%90%B5%E6%9D%BF%E7%87%92
183,快樂檸檬Happylemon 公館旗艦店,4.8,臺北市中正區羅斯福路四段24巷14號,https://ifoodie.tw/restaurant/624124faa6272804d57b20c7-%E5%BF%AB%E6%A8%82%E6%AA%B8%E6%AA%ACHappylemon-%E5%85%AC%E9%A4%A8%E6%97%97%E8%89%A6%E5%BA%97
184,超能量鱸魚湯,5.0,臺北市中正區中華路二段309巷44號,https://ifoodie.tw/restaurant/62db41aaa627280723be6dba-%E8%B6%85%E8%83%BD%E9%87%8F%E9%B1%B8%E9%AD%9A%E6%B9%AF
185,柳州螺螄粉,3.9,臺北市中正區南海路28號,https://ifoodie.tw/restaurant/62d5b304873d790c01e402ce-%E6%9F%B3%E5%B7%9E%E8%9E%BA%E8%9E%84%E7%B2%89
186,MKCR 山小孩咖啡,4.2,臺北市中正區忠孝西路一段126號,https://ifoodie.tw/restaurant/5b0069b62756dd43a52f15ee-MKCR-%E5%B1%B1%E5%B0%8F%E5%AD%A9%E5%92%96%E5%95%A1
187,魅麗海 中庭餐廳 (德立莊店),4.0,臺北市中正區秀山街4號,https://ifoodie.tw/restaurant/5ba47a24f524687dc59c416f-%E9%AD%85%E9%BA%97%E6%B5%B7-%E4%B8%AD%E5%BA%AD%E9%A4%90%E5%BB%B3-(%E5%BE%B7%E7%AB%8B%E8%8E%8A%E5%BA%97)
188,青島飯團,4.3,臺北市中正區青島西路13號,https://ifoodie.tw/restaurant/55a53054c03a10241de64ff2-%E9%9D%92%E5%B3%B6%E9%A3%AF%E5%9C%98
189,三統漢菓子 台北車站店,4.7,臺北市中正區北平西路三號一樓,https://ifoodie.tw/restaurant/62d5418582828724b3ab2959-%E4%B8%89%E7%B5%B1%E6%BC%A2%E8%8F%93%E5%AD%90-%E5%8F%B0%E5%8C%97%E8%BB%8A%E7%AB%99%E5%BA%97
190,文慶雞,4.0,臺北市中正區忠孝東路二段33號,https://ifoodie.tw/restaurant/559de375c03a103ee86cbb3a-%E6%96%87%E6%85%B6%E9%9B%9E
191,壹森泰食堂~師大第一腿(公館店）,4.5,臺北市中正區汀州路三段283號,https://ifoodie.tw/restaurant/62a5adae873d792cec9bc0a1-%E5%A3%B9%E6%A3%AE%E6%B3%B0%E9%A3%9F%E5%A0%82~%E5%B8%AB%E5%A4%A7%E7%AC%AC%E4%B8%80%E8%85%BF(%E5%85%AC%E9%A4%A8%E5%BA%97%EF%BC%89
192,林家乾麵店,4.3,臺北市中正區泉州街11號,https://ifoodie.tw/restaurant/559db84cc03a103ee86c9f06-%E6%9E%97%E5%AE%B6%E4%B9%BE%E9%BA%B5%E5%BA%97
193,油条 黃金牛肉粉,4.0,臺北市中正區南海路17號,https://ifoodie.tw/restaurant/5c6a1b33f524681eee331c3f-%E6%B2%B9%E6%9D%A1-%E9%BB%83%E9%87%91%E7%89%9B%E8%82%89%E7%B2%89
194,三味香,3.9,臺北市中正區桃源街19號,https://ifoodie.tw/restaurant/559db4acc03a103ee86c9db8-%E4%B8%89%E5%91%B3%E9%A6%99
195,777咖啡,4.1,臺北市中正區市民大道100號,https://ifoodie.tw/restaurant/5c20a7a9f5246825ec6d8dbe-777%E5%92%96%E5%95%A1
196,COFFEE TO (國家攝影文化中心門市),4.6,臺北市中正區忠孝西路一段70號1樓,https://ifoodie.tw/restaurant/6194be527cc7fc5d00f4a597-COFFEE-TO-(%E5%9C%8B%E5%AE%B6%E6%94%9D%E5%BD%B1%E6%96%87%E5%8C%96%E4%B8%AD%E5%BF%83%E9%96%80
197,桃山 Momoyama,4.1,臺北市中正區忠孝東路一段12號2樓,https://ifoodie.tw/restaurant/5cc85a492756dd37839382f5-%E6%A1%83%E5%B1%B1-Momoyama
198,鉄火燒肉 微風北車店,3.0,臺北市中正區北平西路3號2樓,https://ifoodie.tw/restaurant/628797d07cc7fc7ac664a1e6-%E9%89%84%E7%81%AB%E7%87%92%E8%82%89-%E5%BE%AE%E9%A2%A8%E5%8C%97%E8%BB%8A%E5%BA%97
199,A Small Place,4.8,臺北市中正區牯嶺街95巷51號,https://ifoodie.tw/restaurant/629c719cbaf6d3204a677d04-A-Small-Place
200,人性甜點,4.8,臺北市中正區羅斯福路三段286巷4弄1號,https://ifoodie.tw/restaurant/5e7b691f2756dd7a65543cb1-%E4%BA%BA%E6%80%A7%E7%94%9C%E9%BB%9E
201,請客樓 (喜來登大飯店),4.2,臺北市中正區忠孝東路一段12號17樓,https://ifoodie.tw/restaurant/559d4bc4c03a103ee86c5ebd-%E8%AB%8B%E5%AE%A2%E6%A8%93-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97)
202,小菜館 韓式拌飯,4.5,臺北市中正區羅斯福路二段30巷9號,https://ifoodie.tw/restaurant/61922c53cd99571be513e30d-%E5%B0%8F%E8%8F%9C%E9%A4%A8-%E9%9F%93%E5%BC%8F%E6%8B%8C%E9%A3%AF
203,東北之家酸菜白肉鍋 青島店,4.3,臺北市中正區青島東路5號,https://ifoodie.tw/restaurant/59ef81312756dd291ac661a3-%E6%9D%B1%E5%8C%97%E4%B9%8B%E5%AE%B6%E9%85%B8%E8%8F%9C%E7%99%BD%E8%82%89%E9%8D%8B-%E9%9D%92%E5%B3%B6%E5%BA%97
204,東雛菊-風味鍋物,4.4,臺北市中正區汀州路三段127號,https://ifoodie.tw/restaurant/5e7f5d4c2756dd7a62627b62-%E6%9D%B1%E9%9B%9B%E8%8F%8A-%E9%A2%A8%E5%91%B3%E9%8D%8B%E7%89%A9
205,捲捲村,5.0,臺北市中正區中華路二段313巷5弄20之1號,https://ifoodie.tw/restaurant/6119d17ea627280f71e7c480-%E6%8D%B2%E6%8D%B2%E6%9D%91
206,SUKHOTHAI 蘇可泰泰 (喜來登大飯店),4.4,臺北市中正區忠孝東路一段12號,https://ifoodie.tw/restaurant/559d4bc9c03a103ee86c5ec8-SUKHOTHAI-%E8%98%87%E5%8F%AF%E6%B3%B0%E6%B3%B0-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7
207,秘魯烤雞 Polleria,4.3,臺北市中正區牯嶺街61之5號,https://ifoodie.tw/restaurant/55a60447c03a102ec1415f2e-%E7%A7%98%E9%AD%AF%E7%83%A4%E9%9B%9E-Polleria
208,貳樓餐廳Second Floor Cafe 仁愛店,4.2,臺北市中正區仁愛路二段108號,https://ifoodie.tw/restaurant/559d2fd0c03a103ee86c4d03-%E8%B2%B3%E6%A8%93%E9%A4%90%E5%BB%B3Second-Floor-Caf
209,麵屋武藏 本店,4.3,臺北市中正區忠孝西路一段36號B1,https://ifoodie.tw/restaurant/5b103a0e2756dd5361ca1603-%E9%BA%B5%E5%B1%8B%E6%AD%A6%E8%97%8F-%E6%9C%AC%E5%BA%97
210,蘇杭餐廳,4.1,臺北市中正區濟南路一段2之1號,https://ifoodie.tw/restaurant/559de63bc03a103ee86cbd81-%E8%98%87%E6%9D%AD%E9%A4%90%E5%BB%B3
211,黑滷魯肉飯,4.2,臺北市中正區汀州路二段238號,https://ifoodie.tw/restaurant/566479e92756dd1226aa7f13-%E9%BB%91%E6%BB%B7%E9%AD%AF%E8%82%89%E9%A3%AF
212,勝十蘭拉麵,4.1,中正區南陽街13-2號,https://ifoodie.tw/restaurant/60589dc0cd9957389b207fbd-%E5%8B%9D%E5%8D%81%E8%98%AD%E6%8B%89%E9%BA%B5
213,佳園排骨麵,4.2,臺北市中正區林森南路59之2號,https://ifoodie.tw/restaurant/55a66bd9c03a104df53ca171-%E4%BD%B3%E5%9C%92%E6%8E%92%E9%AA%A8%E9%BA%B5
214,Q丸和洋食堂(台北站前店),4.0,臺北市中正區忠孝西路一段47號B1樓,https://ifoodie.tw/restaurant/559d76b9c03a103ee86c7b6a-Q%E4%B8%B8%E5%92%8C%E6%B4%8B%E9%A3%9F%E5%A0%82(%E5%8F%B0%E5%8C%97%E7%AB%99%E5%89%8D%E5%BA%97)
215,人从众 台北公館店,3.1,臺北市中正區汀州路三段127號1樓,https://ifoodie.tw/restaurant/62b81ae182828764434ad3bc-%E4%BA%BA%E4%BB%8E%E4%BC%97-%E5%8F%B0%E5%8C%97%E5%85%AC%E9%A4%A8%E5%BA%97
216,辰園 (喜來登),4.4,臺北市中正區忠孝東路一段12號B1,https://ifoodie.tw/restaurant/559d4bd3c03a103ee86c5ee4-%E8%BE%B0%E5%9C%92-(%E5%96%9C%E4%BE%86%E7%99%BB)
