store_name,create_time,phone_number,address,total_score,business_hour,distance,latitude_longitude,url,is_appointed_store,is_unknown_store
SUKHOTHAI 蘇可泰泰 (喜來登大飯店),2022-10-05 11:10:55,0223211818,臺北市中正區忠孝東路一段12號,4.4,"3:11301400,3:18002100,4:11301400,4:18002100,5:11301400,5:18002100,6:11301400,6:18002100,7:11301400,7:18002100,1:11301400,1:18002100,2:11301400,2:18002100",,,https://ifoodie.tw/restaurant/559d4bc9c03a103ee86c5ec8-SUKHOTHAI-%E8%98%87%E5%8F%AF%E6%B3%B0%E6%B3%B0-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7,0,0
秘魯烤雞 Polleria,2022-10-05 11:10:59,0979511540,臺北市中正區牯嶺街61之5號,4.3,"3:11001400,3:17002100,4:11001400,4:17002100,5:11001400,5:17002100,6:11002100,7:11002100,",,,https://ifoodie.tw/restaurant/55a60447c03a102ec1415f2e-%E7%A7%98%E9%AD%AF%E7%83%A4%E9%9B%9E-Polleria,0,0
貳樓餐廳Second Floor Cafe 仁愛店,2022-10-05 11:11:04,0223579222,臺北市中正區仁愛路二段108號,4.2,"3:10002030,4:10002030,5:10002100,6:09002100,7:09002030,1:10002030,2:10002030",,,https://ifoodie.tw/restaurant/559d2fd0c03a103ee86c4d03-%E8%B2%B3%E6%A8%93%E9%A4%90%E5%BB%B3Second-Floor-Caf,0,0
麵屋武藏 本店,2022-10-05 11:11:09,0223711889,臺北市中正區忠孝西路一段36號B1,4.3,"3:11002030,4:11002030,5:11002100,6:11002100,7:11002030,1:11002030,2:11002030",,,https://ifoodie.tw/restaurant/5b103a0e2756dd5361ca1603-%E9%BA%B5%E5%B1%8B%E6%AD%A6%E8%97%8F-%E6%9C%AC%E5%BA%97,0,0
蘇杭餐廳,2022-10-05 11:11:15,0223963186,臺北市中正區濟南路一段2之1號,4.1,"3:11301400,3:17302100,4:11301400,4:17302100,5:11301400,5:17302100,6:11301400,6:17302100,7:11301400,7:17302100,1:11301400,1:17302100,2:11301400,2:17302100",,,https://ifoodie.tw/restaurant/559de63bc03a103ee86cbd81-%E8%98%87%E6%9D%AD%E9%A4%90%E5%BB%B3,0,0
黑滷魯肉飯,2022-10-05 11:11:20,0223660707,臺北市中正區汀州路二段238號,4.2,"3:10301400,3:16302000,4:10301400,4:16302000,5:10301400,5:16302000,7:10301400,7:16302000,1:10301400,1:16302000,2:10301400,2:16302000",,,https://ifoodie.tw/restaurant/566479e92756dd1226aa7f13-%E9%BB%91%E6%BB%B7%E9%AD%AF%E8%82%89%E9%A3%AF,0,0
勝十蘭拉麵,2022-10-05 11:11:24,0223704321,中正區南陽街13-2號,4.1,"3:11301930,4:11301930,5:11301930,6:11301930,7:11301930,1:11301930,2:11301930",,,https://ifoodie.tw/restaurant/60589dc0cd9957389b207fbd-%E5%8B%9D%E5%8D%81%E8%98%AD%E6%8B%89%E9%BA%B5,0,0
佳園排骨麵,2022-10-05 11:11:29,0223410855,臺北市中正區林森南路59之2號,4.2,"3:11002000,4:11002000,5:11002000,6:11002000,1:11002000,2:11002000",,,https://ifoodie.tw/restaurant/55a66bd9c03a104df53ca171-%E4%BD%B3%E5%9C%92%E6%8E%92%E9%AA%A8%E9%BA%B5,0,0
Q丸和洋食堂(台北站前店),2022-10-05 11:11:34,0223830355,臺北市中正區忠孝西路一段47號B1樓,4.0,"3:11002100,4:11002100,5:11002100,6:11002100,7:11002100,1:11002100,2:11002100",,,https://ifoodie.tw/restaurant/559d76b9c03a103ee86c7b6a-Q%E4%B8%B8%E5%92%8C%E6%B4%8B%E9%A3%9F%E5%A0%82(%E5%8F%B0%E5%8C%97%E7%AB%99%E5%89%8D%E5%BA%97),0,0
人从众 台北公館店,2022-10-05 11:11:39,0223682127,臺北市中正區汀州路三段127號1樓,3.1,"3:11002200,4:11002200,5:11002200,6:11002200,7:11002200,1:11002200,2:11002200",,,https://ifoodie.tw/restaurant/62b81ae182828764434ad3bc-%E4%BA%BA%E4%BB%8E%E4%BC%97-%E5%8F%B0%E5%8C%97%E5%85%AC%E9%A4%A8%E5%BA%97,0,0
辰園 (喜來登),2022-10-05 11:11:43,0223211818,臺北市中正區忠孝東路一段12號B1,4.4,"3:09001100,3:11301400,3:18002100,4:09001100,4:11301400,4:18002100,5:09001100,5:11301400,5:18002100,6:09001100,6:11301400,6:18002100,7:09001100,7:11301400,7:18002100,1:11301400,1:18002100,2:11301400,2:18002100",,,https://ifoodie.tw/restaurant/559d4bd3c03a103ee86c5ee4-%E8%BE%B0%E5%9C%92-(%E5%96%9C%E4%BE%86%E7%99%BB),0,0
勺勺客 陜西餐館,2022-10-05 11:11:48,0223517148,臺北市中正區杭州南路一段27號,4.2,"3:11301400,3:17302100,4:11301400,4:17302100,5:11301400,5:17302100,6:11301400,6:17302100,7:11301400,7:17302100,",,,https://ifoodie.tw/restaurant/559de353c03a103ee86cbb2d-%E5%8B%BA%E5%8B%BA%E5%AE%A2-%E9%99%9C%E8%A5%BF%E9%A4%90%E9%A4%A8,0,0
阿亮水餃,2022-10-05 11:11:53,0223091162,臺北市中正區中華路二段309巷15號,3.6,"3:11302300,4:11302300,5:11302300,6:11302300,7:11302300,2:11302300",,,https://ifoodie.tw/restaurant/559d8332c03a103ee86c8245-%E9%98%BF%E4%BA%AE%E6%B0%B4%E9%A4%83,0,0
Hoo. Donut 呼點甜甜圈,2022-10-05 11:11:59,0223210036,臺北市中正區南昌路二段7之2號,4.6,"3:11001800,4:11001800,5:11001800,6:11001800,7:11001800,2:11001800",,,https://ifoodie.tw/restaurant/5d7d0e988c906d5fe389e426-Hoo.-Donut-%E5%91%BC%E9%BB%9E%E7%94%9C%E7%94%9C%E5%9C%88,0,0
阿泉麵線,2022-10-05 11:12:04,0223897687,臺北市中正區許昌街26之3號,3.8,"3:07002230,4:07002230,5:07002230,6:07002230,7:07002230,1:07002230,2:07002230",,,https://ifoodie.tw/restaurant/559d14dac03a103ee86c3b6f-%E9%98%BF%E6%B3%89%E9%BA%B5%E7%B7%9A,0,0
鄭記豬腳飯,2022-10-05 11:12:09,0223711366,臺北市中正區延平南路22號,4.2,"3:11002000,4:11002000,5:11002000,6:11002000,1:11002000,2:11002000",,,https://ifoodie.tw/restaurant/559dae25c03a103ee86c9a27-%E9%84%AD%E8%A8%98%E8%B1%AC%E8%85%B3%E9%A3%AF,0,0
WingsCoffee_Bar,2022-10-05 11:12:14,0903815950,臺北市中正區三元街38號,4.7,"3:08001800,4:08001800,6:09001800,7:09001800,1:08001800,2:08001800",,,https://ifoodie.tw/restaurant/609ca21a781cc066beb2102e-WingsCoffee_Bar,0,0
赤神日式豬排,2022-10-05 11:12:19,0223686511,臺北市中正區羅斯福路3段286巷4弄14號,4.3,"3:11301430,3:17002200,4:11301430,4:17002200,5:11301430,5:17002200,6:11302200,7:11302200,1:11301430,1:17002200,2:11301430,2:17002200",,,https://ifoodie.tw/restaurant/559d53ebc03a103ee86c6421-%E8%B5%A4%E7%A5%9E%E6%97%A5%E5%BC%8F%E8%B1%AC%E6%8E%92,0,0
汪記餅家-手作燒餅(南機場店),2022-10-05 11:12:23,0917558261,臺北市中正區中華路二段309巷35號南機場夜市,4.4,"3:14002100,4:14002100,5:14002100,6:14002100,7:14002100,2:14002100",,,https://ifoodie.tw/restaurant/62afe35acd99576c61306cca-%E6%B1%AA%E8%A8%98%E9%A4%85%E5%AE%B6-%E6%89%8B%E4%BD%9C%E7%87%92%E9%A4%85(%E5%8D%97%E6%A9%9F%E5%A0%B4%E5%BA%97),0,0
何太守港式菠蘿包專賣店,2022-10-05 11:12:28,0223680006,臺北市中正區汀州路三段167號,4.4,"3:11002200,4:11002200,5:11002200,6:11002200,7:11002200,1:11002200,2:11002200",,,https://ifoodie.tw/restaurant/5ae8ad182756dd5d801ddfaf-%E4%BD%95%E5%A4%AA%E5%AE%88%E6%B8%AF%E5%BC%8F%E8%8F%A0%E8%98%BF%E5%8C%85%E5%B0%88%E8%B3%A3%E5%BA%97,0,0
騰堂麵包茶飲,2022-10-05 11:12:32,0223681663,臺北市中正區汀州路三段135號,4.6,"3:10302000,5:10302000,6:10302000,7:10302000,1:10302000,2:10302000",,,https://ifoodie.tw/restaurant/5c0f7a722261395af93bb47b-%E9%A8%B0%E5%A0%82%E9%BA%B5%E5%8C%85%E8%8C%B6%E9%A3%B2,0,0
賢夫美食,2022-10-05 11:12:37,0223679223,臺北市中正區羅斯福路四段92號79攤,4.4,"3:10001800,4:10001800,5:10001800,6:10001800,7:10301400,2:10001800",,,https://ifoodie.tw/restaurant/5e46ad142756dd434ce25fe7-%E8%B3%A2%E5%A4%AB%E7%BE%8E%E9%A3%9F,0,0
南機場夜市車輪餅,2022-10-05 11:12:43,0939855980,臺北市中正區中華路二段327號一樓,4.3,"3:13302030,4:13302030,5:13302030,6:13302030,7:13302030,1:13302030,2:13302030",,,https://ifoodie.tw/restaurant/56dc71772756dd7f9f47f046-%E5%8D%97%E6%A9%9F%E5%A0%B4%E5%A4%9C%E5%B8%82%E8%BB%8A%E8%BC%AA%E9%A4%85,0,0
旺來甜冰品-Wang Lai Ice Shop,2022-10-05 11:12:48,0939671009,臺北市中正區羅斯福路四段92號水源市場一樓100號,4.0,"3:11302100,4:11302100,5:11302100,6:11302100,7:11302100,2:11302100",,,https://ifoodie.tw/restaurant/62ac80ce7cc7fc525f472ef3-%E6%97%BA%E4%BE%86%E7%94%9C%E5%86%B0%E5%93%81-Wang-Lai-Ice-S,0,0
友蓁豆花店,2022-10-05 11:12:53,0223650968,臺北市中正區同安街63之2號,4.3,"3:11002130,4:11002130,5:11002130,6:11002130,7:11002130,2:11002130",,,https://ifoodie.tw/restaurant/61bc8d63781cc03b543dacd8-%E5%8F%8B%E8%93%81%E8%B1%86%E8%8A%B1%E5%BA%97,0,0
蘇杭点心店,2022-10-05 11:12:57,0223943725,臺北市中正區羅斯福路二段14號,4.1,"3:11002030,4:11002030,5:11002030,6:11002030,7:11002030,1:11002030,2:11002030",,,https://ifoodie.tw/restaurant/559dd284c03a103ee86cafaa-%E8%98%87%E6%9D%AD%E7%82%B9%E5%BF%83%E5%BA%97,0,0
蜀來飽川味小吃,2022-10-05 11:13:03,0223659259,臺北市中正區汀州路二段96號1樓,4.7,"4:11001400,4:17002100,5:11001400,5:17002100,6:11001400,6:17002100,7:11001400,7:17002100,1:11001400,1:17002100,2:11001400,2:17002100",,,https://ifoodie.tw/restaurant/62450873a627287d2fea7e17-%E8%9C%80%E4%BE%86%E9%A3%BD%E5%B7%9D%E5%91%B3%E5%B0%8F%E5%90%83,0,0
好佳蚵嗲,2022-10-05 11:13:07,0223017039,臺北市中正區中華路二段315巷4弄南機場夜市,3.7,"3:16002330,4:16002330,5:16002330,6:16002330,7:16002330,1:16002330,2:16002330",,,https://ifoodie.tw/restaurant/5f4a647f2756dd2482d867c2-%E5%A5%BD%E4%BD%B3%E8%9A%B5%E5%97%B2,0,0
王記排骨酥湯,2022-10-05 11:13:12,0223671168,臺北市中正區汀州路二段81號1F,4.3,"3:12002300,4:12002300,5:12002300,6:12002300,1:12002300,2:12002300",,,https://ifoodie.tw/restaurant/60782fa6873d79574dceb246-%E7%8E%8B%E8%A8%98%E6%8E%92%E9%AA%A8%E9%85%A5%E6%B9%AF,0,0
GinGin Coffee Company,2022-10-05 11:13:17,0223940089,臺北市中正區臨沂街27巷9號1樓,4.3,"3:09302100,4:09302100,5:09302100,6:09302100,7:09302100,1:09302100,2:09302100",,,https://ifoodie.tw/restaurant/59e7983d2756dd291ec594c6-GinGin-Coffee-Compan,0,0
U & me 找咖,2022-10-05 11:13:21,0223568633,臺北市中正區羅斯福路二段66巷8號1樓,4.5,"3:10002100,4:10002100,5:10002100,6:09002100,7:09002100,1:10002100,2:10002100",,,https://ifoodie.tw/restaurant/59529f9d2756dd2fd18fce87-U-%26-me-%E6%89%BE%E5%92%96,0,0
鑫耀鑫,2022-10-05 11:13:27,0223811511,臺北市中正區公園路20巷12號,3.8,"3:11002000,4:11002000,5:11002000,6:11002000,7:11002000,1:11002000,2:11002000",,,https://ifoodie.tw/restaurant/59402ab92756dd524dd08a24-%E9%91%AB%E8%80%80%E9%91%AB,0,0
居食屋「和民」 站前店,2022-10-05 11:13:31,0223709188,臺北市中正區館前路6號2樓,3.9,"3:11000000,4:11000000,5:11000000,6:11000000,7:11000000,1:11000000,2:11000000",,,https://ifoodie.tw/restaurant/5ff91a3cd6895d01ffd720c0-%E5%B1%85%E9%A3%9F%E5%B1%8B%E3%80%8C%E5%92%8C%E6%B0%91%E3%80%8D-%E7%AB%99%E5%89%8D%E5%BA%97,0,0
南機場汕頭乾麵,2022-10-05 11:13:36,999,臺北市中正區中華路二段311巷,999,,,,https://ifoodie.tw/restaurant/62a5e9577cc7fc46c93eb2e5-%E5%8D%97%E6%A9%9F%E5%A0%B4%E6%B1%95%E9%A0%AD%E4%B9%BE%E9%BA%B5,0,0
黃龍莊,2022-10-05 11:13:40,0223224295,臺北市中正區牯嶺街43號,4.0,"3:10002030,4:10002030,5:10002030,6:10002030,7:10002030,2:10002030",,,https://ifoodie.tw/restaurant/5693eefd2756dd533222efea-%E9%BB%83%E9%BE%8D%E8%8E%8A,0,0
阿榮羊肉飯,2022-10-05 11:13:46,0223036035,臺北市中正區三元街262號,4.2,"3:10001500,4:10001500,5:10001500,6:10001500,1:10001500,2:10001500",,,https://ifoodie.tw/restaurant/5ab9b8a322613976d687bb83-%E9%98%BF%E6%A6%AE%E7%BE%8A%E8%82%89%E9%A3%AF,0,0
Pizzapub比薩屋 (喜來登大飯店),2022-10-05 11:13:51,0223211818,臺北市中正區忠孝東路一段12號,4.4,"3:11301400,3:18002100,4:11301400,4:18002100,5:11301400,5:18002100,6:11301400,6:18002100,7:11301400,7:18002100,1:11301400,1:18002100,2:11301400,2:18002100",,,https://ifoodie.tw/restaurant/559d4bccc03a103ee86c5ed7-Pizzapub%E6%AF%94%E8%96%A9%E5%B1%8B-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97),0,0
特有種商行,2022-10-05 11:13:56,0223411785,臺北市中正區臨沂街27巷4之1號,4.5,"3:11302130,4:11302130,5:11302130,6:11302130,7:11302130,1:11302130,2:11302130",,,https://ifoodie.tw/restaurant/559d5a32c03a103ee86c682f-%E7%89%B9%E6%9C%89%E7%A8%AE%E5%95%86%E8%A1%8C,0,0
Doze,2022-10-05 11:14:00,0223650490,臺北市中正區同安街85之8號,4.2,"5:13002100,6:13002100,7:13002100,1:13002100,",,,https://ifoodie.tw/restaurant/61c5936c7cc7fc755e73f17e-Doze,0,0
open it. 瑪德蓮專門品牌q 微風北車店,2022-10-05 11:14:04,0902122651,臺北市中正區北平西路3號,4.5,"3:10002200,4:10002200,5:10002200,6:10002200,7:10002200,1:10002200,2:10002200",,,https://ifoodie.tw/restaurant/62aaaaa9a627286113a6140f-open-it.-%E7%91%AA%E5%BE%B7%E8%93%AE%E5%B0%88%E9%96%80%E5%93%81%E7%89%8Cq-%E5%BE%AE%E9%A2%A8,0,0
新馬辣經典鴛鴦鍋-公館店,2022-10-05 11:14:08,0223646215,臺北市中正區汀州路三段295號,4.5,"3:00000200,3:11300000,4:00000200,4:11300000,5:00000200,5:11300000,6:00000200,6:11300000,7:11300000,7:00000200,1:00000200,1:11300000,2:00000200,2:11300000",,,https://ifoodie.tw/restaurant/5cb09f202756dd4c17072f53-%E6%96%B0%E9%A6%AC%E8%BE%A3%E7%B6%93%E5%85%B8%E9%B4%9B%E9%B4%A6%E9%8D%8B-%E5%85%AC%E9%A4%A8%E5%BA%97,0,0
恆記港式燒臘,2022-10-05 11:14:13,0223880007,臺北市中正區開封街一段29號,4.5,"3:10001940,4:10001940,5:10001940,6:10001940,7:10001940,1:10001940,2:10001940",,,https://ifoodie.tw/restaurant/6273d0ba7cc7fc43a84e4b9b-%E6%81%86%E8%A8%98%E6%B8%AF%E5%BC%8F%E7%87%92%E8%87%98,0,0
桔子早午餐,2022-10-05 11:14:18,999,臺北市中正區青島東路21之8號,4.8,"3:06301500,4:06301500,5:06301500,7:06301500,1:06301500,2:06301500",,,https://ifoodie.tw/restaurant/62a0a39e7cc7fc0abdb492ad-%E6%A1%94%E5%AD%90%E6%97%A9%E5%8D%88%E9%A4%90,0,0
bonniesugar手作甜點店 森林店,2022-10-05 11:14:22,0223935606,臺北市中正區北平東路9號,3.7,"3:10002100,4:10002100,5:10002100,6:10002100,7:10002100,1:10002100,2:10002100",,,https://ifoodie.tw/restaurant/5800c6902756dd3e1e8aaa1f-bonniesugar%E6%89%8B%E4%BD%9C%E7%94%9C%E9%BB%9E%E5%BA%97-%E6%A3%AE%E6%9E%97%E5%BA%97,0,0
niko bakery 日香高級吐司專門店 華山店,2022-10-05 11:14:27,0223955225,臺北市中正區忠孝東路二段23號1樓,4.3,"3:10001800,4:10001800,5:10001800,6:10001800,7:10001800,1:10001800,2:10001800",,,https://ifoodie.tw/restaurant/61931165cd995766069452d4-niko-bakery-%E6%97%A5%E9%A6%99%E9%AB%98%E7%B4%9A%E5%90%90%E5%8F%B8%E5%B0%88%E9%96%80,0,0
悄悄好食 杭州南店,2022-10-05 11:14:32,0223415218,臺北市中正區杭州南路一段11巷4號,4.2,"3:08301830,4:08301830,5:08301830,6:10001730,7:10001730,2:08301830",,,https://ifoodie.tw/restaurant/5a0b2fde2756dd577bc73c53-%E6%82%84%E6%82%84%E5%A5%BD%E9%A3%9F-%E6%9D%AD%E5%B7%9E%E5%8D%97%E5%BA%97,0,0
茗捷印尼餐廳,2022-10-05 11:14:37,0939888014,臺北市中正區市民大道100號臺北地下街Y26,4.0,"3:11001900,4:11001900,5:11001900,6:11001900,7:09002000,1:11001900,2:11001900",,,https://ifoodie.tw/restaurant/62abe444cd995712c4f29d35-%E8%8C%97%E6%8D%B7%E5%8D%B0%E5%B0%BC%E9%A4%90%E5%BB%B3,0,0
劉記川味牛肉麵,2022-10-05 11:14:41,0223686031,臺北市中正區羅斯福路三段316巷8弄6號,4.1,"3:11452000,4:11452000,5:11452000,6:11452000,7:11452000,1:11452000,2:11452000",,,https://ifoodie.tw/restaurant/616b0945cd9957644f72f325-%E5%8A%89%E8%A8%98%E5%B7%9D%E5%91%B3%E7%89%9B%E8%82%89%E9%BA%B5,0,0
Half coffee,2022-10-05 11:14:46,0953092186,臺北市中正區羅斯福路三段286巷4弄4號1樓,4.8,"3:10051800,4:10051800,5:10051800,6:10051800,7:10051800,1:10051800,",,,https://ifoodie.tw/restaurant/5e684faf22613924ff3eb9e7-Half-coffee,0,0
三統漢菓子 微風北車店,2022-10-05 11:14:51,999,臺北市中正區北平西路3號臺北車站1樓微風廣場一樓近南二門,5.0,"3:10002200,4:10002200,5:10002200,6:10002200,7:10002200,1:10002200,2:10002200",,,https://ifoodie.tw/restaurant/62986243873d79108828339f-%E4%B8%89%E7%B5%B1%E6%BC%A2%E8%8F%93%E5%AD%90-%E5%BE%AE%E9%A2%A8%E5%8C%97%E8%BB%8A%E5%BA%97,0,0
灌老闆,2022-10-05 11:14:57,0223959903,臺北市中正區紹興北街25號,4.9,"3:10002100,4:10002100,5:10002100,6:11002100,7:11001900,1:10001900,2:10002100",,,https://ifoodie.tw/restaurant/61d8dff47cc7fc4a356d0012-%E7%81%8C%E8%80%81%E9%97%86,0,0
大黑松小倆口牛軋糖喜餅 博愛總店,2022-10-05 11:15:02,0223312222,臺北市中正區博愛路99號,4.5,"3:10301900,4:10301900,5:10301900,6:10301900,7:10301900,1:10301900,2:10301900",,,https://ifoodie.tw/restaurant/603e47a2baf6d30aaf6da195-%E5%A4%A7%E9%BB%91%E6%9D%BE%E5%B0%8F%E5%80%86%E5%8F%A3%E7%89%9B%E8%BB%8B%E7%B3%96%E5%96%9C%E9%A4%85-%E5%8D%9A%E6%84%9B%E7%B8%BD%E5%BA%97,0,0
寧波生煎包,2022-10-05 11:15:06,0223918169,臺北市中正區羅斯福路一段59號,4.1,"3:06301330,3:16001800,4:06301330,4:16001800,5:06301330,5:16001800,6:07301130,1:06301330,1:16001800,2:06301330,2:16001800",,,https://ifoodie.tw/restaurant/559db48cc03a103ee86c9dad-%E5%AF%A7%E6%B3%A2%E7%94%9F%E7%85%8E%E5%8C%85,0,0
蛋要酷 手工蛋餅專賣店,2022-10-05 11:15:11,0223122300,臺北市中正區信陽街26之4號,4.2,"3:07301830,4:07301830,5:07301830,1:07301830,2:07301830",,,https://ifoodie.tw/restaurant/56f57e722756dd377d8608ae-%E8%9B%8B%E8%A6%81%E9%85%B7-%E6%89%8B%E5%B7%A5%E8%9B%8B%E9%A4%85%E5%B0%88%E8%B3%A3%E5%BA%97,0,0
達文西咖啡davincicoffee 溫州店,2022-10-05 11:15:15,0223680582,臺北市大安區溫州街58巷2號1F,4.6,"3:10001900,4:10001900,5:10001900,6:10001900,7:10001900,1:10001900,2:10001900",,,https://ifoodie.tw/restaurant/58e683532756dd7a7c2b3dce-%E9%81%94%E6%96%87%E8%A5%BF%E5%92%96%E5%95%A1davincicoffee-%E6%BA%AB,0,0
水牛城美式炭烤牛排,2022-10-05 11:15:20,0223517633,臺北市中正區杭州南路二段94號,4.4,"3:17302130,4:11301430,4:17302200,5:11301430,5:17302200,6:11151500,6:17152200,7:11151500,7:17152130,1:17302130,2:17302130",,,https://ifoodie.tw/restaurant/559d90dac03a103ee86c8a81-%E6%B0%B4%E7%89%9B%E5%9F%8E%E7%BE%8E%E5%BC%8F%E7%82%AD%E7%83%A4%E7%89%9B%E6%8E%92,0,0
雪王冰淇淋,2022-10-05 11:15:24,0223318415,臺北市中正區武昌街一段65號2樓,4.4,"3:12002000,4:12002000,5:12002000,6:12002000,7:12002000,1:12002000,2:12002000",,,https://ifoodie.tw/restaurant/559dac4fc03a103ee86c9908-%E9%9B%AA%E7%8E%8B%E5%86%B0%E6%B7%87%E6%B7%8B,0,0
大戶屋 遠百寶慶店,2022-10-05 11:15:29,0223822122,臺北市中正區寶慶路32號B1,4.0,"3:11002130,4:11002130,5:11002200,6:11002200,7:11002130,1:11002130,2:11002130",,,https://ifoodie.tw/restaurant/559d3357c03a103ee86c4f65-%E5%A4%A7%E6%88%B6%E5%B1%8B-%E9%81%A0%E7%99%BE%E5%AF%B6%E6%85%B6%E5%BA%97,0,0
秋嗨嗨冰店,2022-10-05 11:15:38,0934283102,臺北市中正區羅斯福路二段30巷11號,4.8,"3:12002000,4:12002000,5:12002000,6:12002000,7:12002000,1:12002000,",,,https://ifoodie.tw/restaurant/6121c756cd995770d0075e93-%E7%A7%8B%E5%97%A8%E5%97%A8%E5%86%B0%E5%BA%97,0,0
鷹流拉麵極匠,2022-10-05 11:15:43,0227237379,臺北市中正區汀州路三段104巷4號,4.1,"3:11301430,3:17002100,4:11301430,4:17002100,5:11301500,5:17002200,6:11301500,6:17002200,7:11301500,7:17002100,1:11301430,1:17002100,2:11301430,2:17002100",,,https://ifoodie.tw/restaurant/55b927ab40b5e303a1d5634f-%E9%B7%B9%E6%B5%81%E6%8B%89%E9%BA%B5%E6%A5%B5%E5%8C%A0,0,0
江蘇老宜記燒餅舖,2022-10-05 11:15:48,0233221117,臺北市中正區南昌路一段59巷14號,4.2,"3:10001830,4:10001830,5:10001830,6:09001600,1:10001830,2:10001830",,,https://ifoodie.tw/restaurant/5a944cf32756dd6909e1fa7c-%E6%B1%9F%E8%98%87%E8%80%81%E5%AE%9C%E8%A8%98%E7%87%92%E9%A4%85%E8%88%96,0,0
成都抄手麵食 China Dumpling Noodle,2022-10-05 11:15:52,0223881905,臺北市中正區重慶南路一段46巷3號,4.4,"3:10001930,4:10001930,5:10001930,6:10001900,1:10001930,2:10001930",,,https://ifoodie.tw/restaurant/5a5505752756dd2c5dec66b2-%E6%88%90%E9%83%BD%E6%8A%84%E6%89%8B%E9%BA%B5%E9%A3%9F-China-Dumplin,0,0
Paper St. Coffee 紙街咖啡,2022-10-05 11:15:58,0223510202,臺北市中正區八德路一段28號,4.2,"3:09002000,4:09002000,5:09002000,6:09002000,7:09002000,1:09002000,2:09002000",,,https://ifoodie.tw/restaurant/559d8c9ac03a103ee86c87bb-Paper-St.-Coffee-%E7%B4%99%E8%A1%97%E5%92%96,0,0
合歡刀削麵館,2022-10-05 11:16:02,0223964592,臺北市大安區杭州南路二段55號2樓,4.4,"3:10301830,4:10301830,5:10301830,6:10301830,7:10301830,2:10301830",,,https://ifoodie.tw/restaurant/559d1fafc03a103ee86c41da-%E5%90%88%E6%AD%A1%E5%88%80%E5%89%8A%E9%BA%B5%E9%A4%A8,0,0
防空洞｜補給站-健康餐盒（林森南店）,2022-10-05 11:16:09,0223960801,臺北市中正區林森南路3巷1號,4.6,"3:11002000,4:11002000,5:11002000,1:11002000,2:11002000",,,https://ifoodie.tw/restaurant/628ba5588282874578b8fdab-%E9%98%B2%E7%A9%BA%E6%B4%9E%EF%BD%9C%E8%A3%9C%E7%B5%A6%E7%AB%99-%E5%81%A5%E5%BA%B7%E9%A4%90%E7%9B%92%EF%BC%88%E6%9E%97%E6%A3%AE%E5%8D%97%E5%BA%97%EF%BC%89,0,0
小飯館兒,2022-10-05 11:16:14,0223698800,臺北市中正區汀洲路三段202號,3.6,"3:11001500,3:16302230,4:11001500,4:16302230,5:11001500,5:16302230,6:11001500,6:16302230,7:11001530,7:16302230,1:11001500,1:16302230,",,,https://ifoodie.tw/restaurant/559d22b5c03a103ee86c43ce-%E5%B0%8F%E9%A3%AF%E9%A4%A8%E5%85%92,0,0
古早味麵店,2022-10-05 11:16:19,999,台北市中正區汀州路一段210號,3.7,"3:00000200,3:16000000,4:00000200,4:16000000,5:00000200,5:16000000,6:00000200,7:16000000,1:00000200,1:16000000,2:00000200,2:16000000",,,https://ifoodie.tw/restaurant/628a39fe7cc7fc7ac66ea327-%E5%8F%A4%E6%97%A9%E5%91%B3%E9%BA%B5%E5%BA%97,0,0
彌生軒 YAYOI 懷寧店,2022-10-05 11:16:23,0223312339,臺北市中正區懷寧街21號2樓,4.1,"3:11301500,3:17302200,4:11301500,4:17302200,5:11301500,5:17302200,6:11302200,7:11302200,1:11301500,1:17302200,2:11301500,2:17302200",,,https://ifoodie.tw/restaurant/57d7779e699b6e0dc3ad7658-%E5%BD%8C%E7%94%9F%E8%BB%92-YAYOI-%E6%87%B7%E5%AF%A7%E5%BA%97,0,0
白糖粿,2022-10-05 11:16:27,0925227382,臺北市中正區羅斯福路四段108巷4之2號,4.0,"3:15002230,4:15002230,5:15002230,6:15002300,7:15002300,1:15002230,2:15002230",,,https://ifoodie.tw/restaurant/5fa8af6302935e5dca0b0e5c-%E7%99%BD%E7%B3%96%E7%B2%BF,0,0
黑洞珈琲店,2022-10-05 11:16:32,0223658158,臺北市中正區羅斯福路三段210巷8弄7號,4.6,"3:12002000,4:12002000,5:12002000,6:09001800,7:09001800,1:12002000,",,,https://ifoodie.tw/restaurant/5d9d88c7d6895d43b02d20b8-%E9%BB%91%E6%B4%9E%E7%8F%88%E7%90%B2%E5%BA%97,0,0
咖食堂,2022-10-05 11:16:38,0223965252,臺北市中正區八德路一段82巷9弄13號,4.1,"3:10302030,4:10302030,5:10302030,6:10302030,7:10302030,1:10302030,2:10302030",,,https://ifoodie.tw/restaurant/5873d34d2756dd4b7f640541-%E5%92%96%E9%A3%9F%E5%A0%82,0,0
良品牛肉麵館,2022-10-05 11:16:43,0223712644,臺北市中正區開封街一段10號,4.0,"3:11001400,3:16302010,4:11001400,4:16302010,5:11001400,5:16302010,6:11001400,6:16302010,7:11001400,7:16302010,1:11001400,1:16302010,2:11001400,2:16302010",,,https://ifoodie.tw/restaurant/57473b692756dd3be26d42a4-%E8%89%AF%E5%93%81%E7%89%9B%E8%82%89%E9%BA%B5%E9%A4%A8,0,0
