store_name,create_time,phone_number,address,total_score,business_hour,distance,latitude_longitude,url,is_appointed_store,is_unknown_store
南機場Q麻吉古早味麻糬,2022-10-05 10:52:24,0960287661,臺北市中正區中華路二段307巷2號騎樓,4.1,"3:16002200,4:16002200,5:16002200,6:14002200,7:14002200,2:16002200",,,https://ifoodie.tw/restaurant/622960d8cd99573b4470f69d-%E5%8D%97%E6%A9%9F%E5%A0%B4Q%E9%BA%BB%E5%90%89%E5%8F%A4%E6%97%A9%E5%91%B3%E9%BA%BB%E7%B3%AC,0,0
肉多多火鍋 台北重慶南店,2022-10-05 10:52:30,0223613539,臺北市中正區重慶南路一段58號3樓,4.7,"3:11301530,3:17302230,4:11301530,4:17302230,5:11301530,5:17302230,6:11301530,6:17302230,7:11301530,7:17302230,1:11301530,1:17302230,2:11301530,2:17302230",,,https://ifoodie.tw/restaurant/5cd23c0e23679c4fd3429cee-%E8%82%89%E5%A4%9A%E5%A4%9A%E7%81%AB%E9%8D%8B-%E5%8F%B0%E5%8C%97%E9%87%8D%E6%85%B6%E5%8D%97%E5%BA%97,0,0
漢坊餅藝 微風台北車站店,2022-10-05 10:52:33,0975020379,臺北市中正區北平西路3號,4.9,"3:09002200,4:09002200,5:09002200,6:09002200,7:09002200,1:09002200,2:09002200",,,https://ifoodie.tw/restaurant/63398dd5658aba26fb7bbd9b-%E6%BC%A2%E5%9D%8A%E9%A4%85%E8%97%9D-%E5%BE%AE%E9%A2%A8%E5%8F%B0%E5%8C%97%E8%BB%8A%E7%AB%99%E5%BA%97,0,0
TINO’S PIZZA 堤諾比薩 台北濟南店,2022-10-05 10:52:38,0223581708,臺北市中正區濟南路二段69號,4.1,"3:11002130,4:11002130,5:11002130,6:11002130,7:11002130,1:11002130,2:11002130",,,https://ifoodie.tw/restaurant/559d7680c03a103ee86c7b44-TINO%E2%80%99S-PIZZA-%E5%A0%A4%E8%AB%BE%E6%AF%94%E8%96%A9-%E5%8F%B0%E5%8C%97,0,0
樂樂韓食,2022-10-05 10:52:43,0223671566,臺北市中正區羅斯福路四段92號,4.4,"3:11001400,3:15001900,4:11001400,4:15001900,5:11301400,5:15001900,6:11001400,6:15001900,7:11001400,7:15001900,2:11001400,2:15001900",,,https://ifoodie.tw/restaurant/61d3a86bcd99577bf4aed524-%E6%A8%82%E6%A8%82%E9%9F%93%E9%A3%9F,0,0
陳記京滬酒釀餅,2022-10-05 10:52:47,0919585899,臺北市中正區重慶南路一段48號,4.4,"3:11301700,4:11301730,5:11301730,6:12001700,1:11301730,2:11301730",,,https://ifoodie.tw/restaurant/559d2a12c03a103ee86c4890-%E9%99%B3%E8%A8%98%E4%BA%AC%E6%BB%AC%E9%85%92%E9%87%80%E9%A4%85,0,0
阿豬媽아줌마韓式烤肉吃到飽 北車店,2022-10-05 10:52:54,0223830168,臺北市中正區北平西路3號微風臺北車站2樓西側2樓,4.1,"3:10002200,4:10002200,5:10002200,6:10002200,7:10002200,1:10002200,2:10002200",,,https://ifoodie.tw/restaurant/632d21ed873d7968616da5c1-%E9%98%BF%E8%B1%AC%E5%AA%BD%EC%95%84%EC%A4%8C%EB%A7%88%E9%9F%93%E5%BC%8F%E7%83%A4%E8%82%89%E5%90%83%E5%88%B0%E9%A3%BD-%E5%8C%97%E8%BB%8A%E5%BA%97,0,0
屯京拉麵,2022-10-05 10:53:09,0223887166,臺北市中正區忠孝西路一段,4.1,"3:11002200,4:11002200,5:11002230,6:11002230,7:11002200,1:11002200,2:11002200",,,https://ifoodie.tw/restaurant/559d70f6c03a103ee86c7798-%E5%B1%AF%E4%BA%AC%E6%8B%89%E9%BA%B5,0,0
台北喜來登大飯店,2022-10-05 10:53:23,0223215511,臺北市中正區忠孝東路一段12號,4.3,"3:00002359,4:00002359,5:00002359,6:00002359,7:00002359,1:00002359,2:00002359",,,https://ifoodie.tw/restaurant/62add20b7cc7fc525f4bfbf7-%E5%8F%B0%E5%8C%97%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97,0,0
艋舺米粉嫂,2022-10-05 10:53:36,999,臺北市中正區汀州路一段159號,4.2,"3:06151330,4:06151330,5:06151330,6:06151330,7:06151330,1:06151330,2:06151330",,,https://ifoodie.tw/restaurant/6284f4127cc7fc754e306c40-%E8%89%8B%E8%88%BA%E7%B1%B3%E7%B2%89%E5%AB%82,0,0
壹之鄉排骨Yi-zhi-siang,2022-10-05 10:53:41,0223680878,臺北市中正區羅斯福路四段92號水源市場1樓26號,4.6,"3:10302000,4:10302000,5:10302000,6:10302000,7:10302000,2:10302000",,,https://ifoodie.tw/restaurant/633647f3faabb4339220b9b2-%E5%A3%B9%E4%B9%8B%E9%84%89%E6%8E%92%E9%AA%A8Yi-zhi-siang,0,0
南機場夜市,2022-10-05 10:53:54,0223053036,臺北市中正區中華路二段307巷,4.0,"3:17000000,4:17000000,5:17000000,6:17000000,7:17000000,1:17000000,2:17000000",,,https://ifoodie.tw/restaurant/5655b84a2756dd1d7a1afb94-%E5%8D%97%E6%A9%9F%E5%A0%B4%E5%A4%9C%E5%B8%82,0,0
水源食坊,2022-10-05 10:53:59,0223687527,臺北市中正區羅斯福路四段92號,4.4,"3:12001400,3:17002000,4:12001400,4:17002000,5:12001400,5:17002000,6:12001400,6:17002000,7:12001400,7:17002000,2:12001400,2:17002000",,,https://ifoodie.tw/restaurant/559dd232c03a103ee86caf7b-%E6%B0%B4%E6%BA%90%E9%A3%9F%E5%9D%8A,0,0
黃家香腸,2022-10-05 10:54:03,0223097428,臺北市中正區泉州街32之3號,4.5,"3:12301930,4:12301930,5:12301930,6:12301930,7:12301915,2:12301930",,,https://ifoodie.tw/restaurant/559d6be1c03a103ee86c7459-%E9%BB%83%E5%AE%B6%E9%A6%99%E8%85%B8,0,0
海享吃精緻鍋物,2022-10-05 10:54:17,0223331311,臺北市中正區中華路二段307巷8號,4.9,"3:11001400,3:17002330,4:11001400,4:17002330,5:11001400,5:17002330,6:11001400,6:17002330,7:11001400,7:17002330,1:11001400,1:17002330,2:11001400,2:17002330",,,https://ifoodie.tw/restaurant/606e53a1cd995731e299e49f-%E6%B5%B7%E4%BA%AB%E5%90%83%E7%B2%BE%E7%B7%BB%E9%8D%8B%E7%89%A9,0,0
ponopono,2022-10-05 10:54:30,0981813188,臺北市中正區和平西路二段85之1號,4.8,"3:12001930,4:12001930,5:12001930,6:12001930,7:12001930,1:12001930,",,,https://ifoodie.tw/restaurant/61b74a237cc7fc14993bb45b-ponopono,0,0
耕莘魷魚羹,2022-10-05 10:54:36,0223653653,臺北市中正區汀州路三段75號,4.3,"3:07001400,4:07001400,5:07001400,6:07001400,1:07001400,2:07001400",,,https://ifoodie.tw/restaurant/6331bebe658aba18a3daeaef-%E8%80%95%E8%8E%98%E9%AD%B7%E9%AD%9A%E7%BE%B9,0,0
泰正點,2022-10-05 10:54:40,0223647171,臺北市中正區汀州路三段166號,4.1,"3:11001430,3:17002200,4:11001430,4:17002200,5:11001430,5:17002200,6:11001430,6:17002200,7:11001430,7:17002200,1:11001430,1:17002200,2:11001430,2:17002200",,,https://ifoodie.tw/restaurant/559de2f3c03a103ee86cbaf2-%E6%B3%B0%E6%AD%A3%E9%BB%9E,0,0
吳記南京板鴨-原李嘉興板鴨主廚,2022-10-05 10:54:52,0223560668,臺北市中正區羅斯福路二段44號,3.9,"3:10002000,4:10002000,5:10002000,6:10002000,7:10001930,1:10002000,2:10002000",,,https://ifoodie.tw/restaurant/59f8bce72756dd05e9d6b01f-%E5%90%B3%E8%A8%98%E5%8D%97%E4%BA%AC%E6%9D%BF%E9%B4%A8-%E5%8E%9F%E6%9D%8E%E5%98%89%E8%88%88%E6%9D%BF%E9%B4%A8%E4%B8%BB%E5%BB%9A,0,0
郁坊小館,2022-10-05 10:54:58,0223311117,臺北市中正區延平南路163巷2號,4.4,"3:11001400,3:17002030,4:11001400,4:17002030,5:11001400,5:17002030,6:11001400,6:17002030,7:11001400,7:17002030,2:11001400,2:17002030",,,https://ifoodie.tw/restaurant/559ddf0fc03a103ee86cb7eb-%E9%83%81%E5%9D%8A%E5%B0%8F%E9%A4%A8,0,0
金峰魯肉飯,2022-10-05 10:55:12,0223960808,臺北市中正區羅斯福路一段10號,3.5,"3:00000100,3:11000000,4:00000100,4:11000000,5:00000100,5:11000000,6:00000100,6:11000000,7:11000000,7:00000100,1:00000100,1:11000000,2:00000100,2:11000000",,,https://ifoodie.tw/restaurant/559d18d3c03a103ee86c3de8-%E9%87%91%E5%B3%B0%E9%AD%AF%E8%82%89%E9%A3%AF,0,0
南機場夜市 橘太郎爆漿 雞蛋糕,2022-10-05 10:55:16,0928625068,臺北市中正區中華路二段313巷20號,4.5,"3:16302330,4:16302330,5:16302330,6:16302330,7:16302330,1:16302330,2:16302330",,,https://ifoodie.tw/restaurant/632ec608baf6d316ba9bacbb-%E5%8D%97%E6%A9%9F%E5%A0%B4%E5%A4%9C%E5%B8%82-%E6%A9%98%E5%A4%AA%E9%83%8E%E7%88%86%E6%BC%BF-%E9%9B%9E%E8%9B%8B%E7%B3%95,0,0
陳男製菓工作室,2022-10-05 10:55:22,999,臺北市中正區南昌路一段74巷9號1樓,4.9,"4:11001840,5:11001840,7:11001800,1:11001840,",,,https://ifoodie.tw/restaurant/632db4a37cc7fc29b4fa2f6c-%E9%99%B3%E7%94%B7%E8%A3%BD%E8%8F%93%E5%B7%A5%E4%BD%9C%E5%AE%A4,0,0
力量拉麵（公館店）,2022-10-05 10:55:26,0223689375,臺北市中正區汀州路三段160巷4之1號,4.0,"3:11301500,3:17002100,4:11301500,4:17002100,5:11301500,5:17002100,6:11301500,6:17002100,7:11301500,7:17002100,1:11301500,1:17002100,2:11301500,2:17002100",,,https://ifoodie.tw/restaurant/632d2da9873d7968616dac34-%E5%8A%9B%E9%87%8F%E6%8B%89%E9%BA%B5%EF%BC%88%E5%85%AC%E9%A4%A8%E5%BA%97%EF%BC%89,0,0
藍象廷 台北站前店,2022-10-05 10:55:39,0223110809,台北市中正區忠孝西路一段66號號B1,4.8,"3:11002130,4:11002130,5:11002200,6:11002200,7:11002130,1:11002130,2:11002130",,,https://ifoodie.tw/restaurant/626abdf5baf6d35b2fb13ec6-%E8%97%8D%E8%B1%A1%E5%BB%B7-%E5%8F%B0%E5%8C%97%E7%AB%99%E5%89%8D%E5%BA%97,0,0
青島豆漿店,2022-10-05 10:55:44,0223934958,臺北市中正區杭州南路一段139之3號,4.2,"3:05301130,4:05301130,5:05301130,6:05301130,1:05301130,2:05301130",,,https://ifoodie.tw/restaurant/559d8365c03a103ee86c825d-%E9%9D%92%E5%B3%B6%E8%B1%86%E6%BC%BF%E5%BA%97,0,0
中原福州乾麵,2022-10-05 10:55:58,0223312326,臺北市中正區延平南路164號,4.3,"3:06001930,4:06001930,5:06001930,1:06001930,2:06001930",,,https://ifoodie.tw/restaurant/559db89ac03a103ee86c9f23-%E4%B8%AD%E5%8E%9F%E7%A6%8F%E5%B7%9E%E4%B9%BE%E9%BA%B5,0,0
東門彈子房 ICE,2022-10-05 10:56:03,0223217883,臺北市中正區信義路二段87之4號,4.7,"3:10001900,4:10001900,5:10001900,6:10001800,7:10001800,2:10001900",,,https://ifoodie.tw/restaurant/5bb0dcff2756dd3ce2381300-%E6%9D%B1%E9%96%80%E5%BD%88%E5%AD%90%E6%88%BF-ICE,0,0
大三元豆漿店,2022-10-05 10:56:08,0223033089,臺北市中正區寧波西街233號,4.1,"3:06001130,4:06001130,5:06001130,6:06001130,7:06001130,2:06001130",,,https://ifoodie.tw/restaurant/559da095c03a103ee86c9259-%E5%A4%A7%E4%B8%89%E5%85%83%E8%B1%86%E6%BC%BF%E5%BA%97,0,0
雹仔豆花 鹽滷豆花,2022-10-05 10:56:12,0900771131,臺北市中正區臨沂街27巷9之4號,4.4,"3:11302100,4:11302100,5:11302100,6:11302100,7:11302100,1:11302100,2:11302100",,,https://ifoodie.tw/restaurant/61504260cd9957072b538363-%E9%9B%B9%E4%BB%94%E8%B1%86%E8%8A%B1-%E9%B9%BD%E6%BB%B7%E8%B1%86%E8%8A%B1,0,0
菠蘿麵包 ぼろパン BOLO PAN,2022-10-05 10:56:16,0223313120,臺北市中正區公園路22之3號,4.2,"3:07002200,4:07002200,5:07002200,6:07002200,7:07002200,1:07002200,2:07002200",,,https://ifoodie.tw/restaurant/5be598552756dd74fbf05829-%E8%8F%A0%E8%98%BF%E9%BA%B5%E5%8C%85-%E3%81%BC%E3%82%8D%E3%83%91%E3%83%B3-BOLO-PAN,0,0
CAFE de GEAR,2022-10-05 10:56:22,0223563389,台北市中正區寧波東街3-3號,4.1,"3:11001930,4:11001930,5:11001930,6:11001930,7:11001930,1:11001930,2:11001930",,,https://ifoodie.tw/restaurant/56e42343699b6e23bfe53e3c-CAFE-de-GEAR,0,0
艋舺原汁排骨湯,2022-10-05 10:56:26,0916152132,臺北市中正區臨沂街56之1號,4.4,"3:11002020,4:11002020,5:11002020,7:11002020,1:11002020,2:11002020",,,https://ifoodie.tw/restaurant/6328001482828734832c6d1d-%E8%89%8B%E8%88%BA%E5%8E%9F%E6%B1%81%E6%8E%92%E9%AA%A8%E6%B9%AF,0,0
東門赤肉羹,2022-10-05 10:56:31,0932139491,臺北市中正區臨沂街56號,4.4,"3:06301430,4:06301430,5:06301430,6:06301330,1:06301430,2:06301430",,,https://ifoodie.tw/restaurant/559d8198c03a103ee86c819d-%E6%9D%B1%E9%96%80%E8%B5%A4%E8%82%89%E7%BE%B9,0,0
巧之味手工水餃,2022-10-05 10:56:43,0223214693,臺北市中正區濟南路二段6號,4.5,"3:11001900,4:11001900,5:11001900,6:11001900,1:11001900,2:11001900",,,https://ifoodie.tw/restaurant/559d1509c03a103ee86c3b87-%E5%B7%A7%E4%B9%8B%E5%91%B3%E6%89%8B%E5%B7%A5%E6%B0%B4%E9%A4%83,0,0
阿薄郎薄皮餃子台式小酒館-台北二郎公館店 Uncle A-Bo-Lang Taiwan Bistro,2022-10-05 10:56:48,0223675033,臺北市中正區汀州路三段96號,4.2,"3:11301400,3:17302200,4:11301400,4:17302200,5:11301400,5:17000000,6:11301430,6:17000000,7:11301430,7:17000000,1:11301400,1:17302200,2:11301400,2:17302200",,,https://ifoodie.tw/restaurant/62fa4a267cc7fc20fa1be87d-%E9%98%BF%E8%96%84%E9%83%8E%E8%96%84%E7%9A%AE%E9%A4%83%E5%AD%90%E5%8F%B0%E5%BC%8F%E5%B0%8F%E9%85%92%E9%A4%A8-%E5%8F%B0%E5%8C%97%E4%BA%8C%E9%83%8E%E5%85%AC%E9%A4%A8%E5%BA%97,0,0
Bar M,2022-10-05 10:57:01,0966024881,台北市中正區羅斯福路二段20號,4.5,"3:00000030,3:18300000,4:00000030,4:18300000,5:00000030,5:18300000,6:00000130,6:18300000,7:18300000,7:00000130,1:18300000,2:00000030,2:18300000",,,https://ifoodie.tw/restaurant/5d8d6d2c2261391eb2cbc9ea-Bar-M,0,0
抹More,2022-10-05 10:57:07,0223390035,臺北市中正區寧波西街221號一樓,4.6,"3:00000300,3:17000000,4:00000300,4:17000000,5:00000300,5:17000000,6:00000300,6:14000000,7:14000000,7:00000300,1:00000300,1:17000000,2:00000300,2:17000000",,,https://ifoodie.tw/restaurant/5d6bd3fb2756dd2f103ac621-%E6%8A%B9More,0,0
早澤,2022-10-05 10:57:21,0223918938,臺北市中正區齊東街68號,4.1,"4:08301500,5:08301500,6:08301500,7:08301500,1:08301500,2:08301500",,,https://ifoodie.tw/restaurant/586e0856699b6e2c5c6a9eb5-%E6%97%A9%E6%BE%A4,0,0
以馬內利鮮魚湯,2022-10-05 10:57:34,0223515378,臺北市中正區杭州南路一段3號,4.4,"3:07001400,4:07001400,5:07001400,6:07001400,1:07001400,2:07001400",,,https://ifoodie.tw/restaurant/559da2c3c03a103ee86c9339-%E4%BB%A5%E9%A6%AC%E5%85%A7%E5%88%A9%E9%AE%AE%E9%AD%9A%E6%B9%AF,0,0
麵屋雞金,2022-10-05 10:57:39,0233933318,臺北市中正區新生南路一段6號1樓,4.4,"3:11301500,3:17002100,4:11301500,4:17002100,5:11301500,5:17002100,6:11301500,6:17002100,7:11301500,7:17002100,1:11301500,1:17002100,2:11301500,2:17002100",,,https://ifoodie.tw/restaurant/60c4c9d8873d7970aaded772-%E9%BA%B5%E5%B1%8B%E9%9B%9E%E9%87%91,0,0
小魏川菜餐廳,2022-10-05 10:57:43,0223718427,臺北市中正區公園路13號3樓,4.1,"3:11001400,3:17002100,4:11001400,4:17002100,5:11001400,5:17002100,6:11001400,6:17002100,7:11001400,7:17002100,2:11001400,2:17002100",,,https://ifoodie.tw/restaurant/55a530a8c03a10241de65010-%E5%B0%8F%E9%AD%8F%E5%B7%9D%E8%8F%9C%E9%A4%90%E5%BB%B3,0,0
農人餐桌 親子餐廳,2022-10-05 10:57:48,0223223716,台北市重慶南路二段51號,4.1,"3:11001500,4:11001500,5:11001500,6:11002030,7:11002030,1:11001500,2:11001500",,,https://ifoodie.tw/restaurant/56f188c72756dd2c2bf09942-%E8%BE%B2%E4%BA%BA%E9%A4%90%E6%A1%8C-%E8%A6%AA%E5%AD%90%E9%A4%90%E5%BB%B3,0,0
台大胖妞冰店,2022-10-05 10:57:52,0933912818,臺北市中正區林森南路。徐州路18巷口,4.4,"3:12001900,4:12001900,5:12001900,6:12001900,1:12001900,2:12001900",,,https://ifoodie.tw/restaurant/63247a047cc7fc29b4ded441-%E5%8F%B0%E5%A4%A7%E8%83%96%E5%A6%9E%E5%86%B0%E5%BA%97,0,0
福丸早餐,2022-10-05 10:57:57,0223910166,臺北市中正區杭州南路一段131巷35之1號1樓,4.4,"4:09001600,5:09001600,6:09001600,7:09001600,1:09001600,",,,https://ifoodie.tw/restaurant/5e1342862756dd0e3c6eb05d-%E7%A6%8F%E4%B8%B8%E6%97%A9%E9%A4%90,0,0
YumYum 好吃好吃2號店,2022-10-05 10:58:11,0223629538,臺北市中正區羅斯福路三段316巷16號2樓,3.9,"3:11301400,3:17302100,4:11301400,4:17302100,5:11301400,5:17302100,6:11301500,6:17002100,7:11301500,7:17002100,1:18002100,2:11301400,2:17302100",,,https://ifoodie.tw/restaurant/5dd358658c906d1ce32e9354-YumYum-%E5%A5%BD%E5%90%83%E5%A5%BD%E5%90%832%E8%99%9F%E5%BA%97,0,0
藍家割包,2022-10-05 10:58:15,0223682060,臺北市中正區羅斯福路三段316巷8弄3號,3.9,"3:11002300,4:11002300,5:11002300,6:11002300,7:11002300,2:11002300",,,https://ifoodie.tw/restaurant/559d7bc3c03a103ee86c7e94-%E8%97%8D%E5%AE%B6%E5%89%B2%E5%8C%85,0,0
阿春涼麵,2022-10-05 10:58:29,0223013417,臺北市中正區中華路二段401號,4.2,"3:07001300,4:07001300,5:07001300,6:07001300,7:07001300,1:07001300,",,,https://ifoodie.tw/restaurant/592b11232756dd474fdd59af-%E9%98%BF%E6%98%A5%E6%B6%BC%E9%BA%B5,0,0
新東南海鮮餐廳,2022-10-05 10:58:34,0223014239,臺北市中正區汀州路一段105號,4.3,"3:11301400,3:17002130,4:11301400,4:17002130,5:11301400,5:17002130,6:11301400,6:17002130,7:11301400,7:17002130,1:11301400,1:17002130,2:11301400,2:17002130",,,https://ifoodie.tw/restaurant/559d7dedc03a103ee86c7fce-%E6%96%B0%E6%9D%B1%E5%8D%97%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3,0,0
泰讚了 thai like tea 公館店,2022-10-05 10:58:38,0989777696,臺北市中正區羅斯福路三段286巷18號,4.5,"3:00000100,3:09300000,4:00000100,4:09300000,5:00000100,5:09300000,6:00000100,6:09300000,7:09300000,7:00000100,1:00000100,1:09300000,2:00000100,2:09300000",,,https://ifoodie.tw/restaurant/632328a07cc7fc29b3e9fdde-%E6%B3%B0%E8%AE%9A%E4%BA%86-thai-like-tea-%E5%85%AC%E9%A4%A8,0,0
Coppii Lumii living coffee 冉冉生活 城中,2022-10-05 10:58:43,0223818613,臺北市中正區永綏街7號,4.2,"3:09001800,4:09001800,5:09001800,6:09001800,7:09001800,1:09001800,2:09001800",,,https://ifoodie.tw/restaurant/61933a7c873d790429c1f093-Coppii-Lumii-living-,0,0
上海鄉村餐廳 濟南店,2022-10-05 10:58:48,0223223333,臺北市中正區濟南路二段37號,4.4,"3:11301400,3:17302100,4:11301400,4:17302100,5:11301400,5:17302100,6:11301400,6:17302100,7:11301400,7:17302100,1:11301400,1:17302100,2:11301400,2:17302100",,,https://ifoodie.tw/restaurant/559d4f4cc03a103ee86c6160-%E4%B8%8A%E6%B5%B7%E9%84%89%E6%9D%91%E9%A4%90%E5%BB%B3-%E6%BF%9F%E5%8D%97%E5%BA%97,0,0
阿玉白糖粿,2022-10-05 10:58:52,999,臺北市中正區新生南路一段12巷9弄5號,4.5,"4:13002030,5:13002030,6:13002030,7:13002030,1:13002030,2:13002030",,,https://ifoodie.tw/restaurant/632086167cc7fc29b3e443c8-%E9%98%BF%E7%8E%89%E7%99%BD%E7%B3%96%E7%B2%BF,0,0
焦糖楓漢方無烟撒粉串燒 同安店,2022-10-05 10:58:57,0966782518,臺北市中正區同安街38號,4.5,"3:00000030,3:16300000,4:00000030,4:16300000,5:00000030,5:15300000,6:00000030,6:15300000,7:15300000,7:00000030,1:00000030,1:16300000,2:00000030,2:16300000",,,https://ifoodie.tw/restaurant/5e3251618c906d5297beb578-%E7%84%A6%E7%B3%96%E6%A5%93%E6%BC%A2%E6%96%B9%E7%84%A1%E7%83%9F%E6%92%92%E7%B2%89%E4%B8%B2%E7%87%92-%E5%90%8C%E5%AE%89%E5%BA%97,0,0
龍潭豆花,2022-10-05 10:59:02,999,臺北市中正區汀州路三段239號,4.2,"3:12302200,4:12302200,5:12302200,6:11302200,7:12002200,2:12002200",,,https://ifoodie.tw/restaurant/559d4851c03a103ee86c5cd5-%E9%BE%8D%E6%BD%AD%E8%B1%86%E8%8A%B1,0,0
無名首爾小吃,2022-10-05 10:59:07,999,台北市南陽街20號,4.4,"3:11001500,4:11001500,5:11001500,6:11001800,1:11001500,2:11001500",,,https://ifoodie.tw/restaurant/5ed5edf58c906d4ff718fe52-%E7%84%A1%E5%90%8D%E9%A6%96%E7%88%BE%E5%B0%8F%E5%90%83,0,0
肉球森林,2022-10-05 10:59:13,999,臺北市中正區新生南路一段160巷22之1號1樓,4.7,"3:11302100,4:11302100,5:11302100,6:11302100,7:11302100,1:11302100,2:11302100",,,https://ifoodie.tw/restaurant/5e797fd722613940414260eb-%E8%82%89%E7%90%83%E6%A3%AE%E6%9E%97,0,0
初牛 公館店,2022-10-05 10:59:18,0223650393,台北市汀州路3段169號,4.3,"3:11301400,3:17302100,4:11301400,4:17302100,5:11301400,5:17302100,6:11302130,7:11302130,1:11301400,1:17302100,2:11301400,2:17302100",,,https://ifoodie.tw/restaurant/58fba01bf524687c7554cfa2-%E5%88%9D%E7%89%9B-%E5%85%AC%E9%A4%A8%E5%BA%97,0,0
忠青商行,2022-10-05 10:59:23,0223560008,臺北市中正區青島東路6之1號青島會館二館,4.3,"3:11002030,4:11002030,5:11002030,6:11002030,7:11002030,1:11002030,2:11002030",,,https://ifoodie.tw/restaurant/5e844e4a2261392093b21823-%E5%BF%A0%E9%9D%92%E5%95%86%E8%A1%8C,0,0
