id,餐廳名稱, 餐廳評價,餐廳地址,餐廳連結
46,曉迪筒仔米糕,4.2,臺北市中正區中華路二段307巷,https://ifoodie.tw/restaurant/58f3b20b2756dd059715f6ec-%E6%9B%89%E8%BF%AA%E7%AD%92%E4%BB%94%E7%B1%B3%E7%B3%95
47,壹森泰食堂~師大第一腿(公館店）,4.5,臺北市中正區汀州路三段283號,https://ifoodie.tw/restaurant/62a5adae873d792cec9bc0a1-%E5%A3%B9%E6%A3%AE%E6%B3%B0%E9%A3%9F%E5%A0%82~%E5%B8%AB%E5%A4%A7%E7%AC%AC%E4%B8%80%E8%85%BF(%E5%85%AC%E9%A4%A8%E5%BA%97%EF%BC%89
48,林家乾麵店,4.2,臺北市中正區泉州街11號,https://ifoodie.tw/restaurant/559db84cc03a103ee86c9f06-%E6%9E%97%E5%AE%B6%E4%B9%BE%E9%BA%B5%E5%BA%97
49,何家甜品鋪-剉冰雪花冰(公館汀州),4.4,臺北市中正區汀州路三段124號1樓,https://ifoodie.tw/restaurant/62abfa1f873d792aed2f2657-%E4%BD%95%E5%AE%B6%E7%94%9C%E5%93%81%E9%8B%AA-%E5%89%89%E5%86%B0%E9%9B%AA%E8%8A%B1%E5%86%B0(%E5%85%AC%E9%A4%A8%E6%B1%80%E5%B7%9E)
50,油条 黃金牛肉粉,4.0,臺北市中正區南海路17號,https://ifoodie.tw/restaurant/5c6a1b33f524681eee331c3f-%E6%B2%B9%E6%9D%A1-%E9%BB%83%E9%87%91%E7%89%9B%E8%82%89%E7%B2%89
51,三味香,3.9,臺北市中正區桃源街19號,https://ifoodie.tw/restaurant/559db4acc03a103ee86c9db8-%E4%B8%89%E5%91%B3%E9%A6%99
52,廣州餐廳,4.2,臺北市中正區中華路二段427號,https://ifoodie.tw/restaurant/62a327d9baf6d342301c7f50-%E5%BB%A3%E5%B7%9E%E9%A4%90%E5%BB%B3
53,777咖啡,4.1,臺北市中正區市民大道100號,https://ifoodie.tw/restaurant/5c20a7a9f5246825ec6d8dbe-777%E5%92%96%E5%95%A1
54,COFFEE TO (國家攝影文化中心門市),4.6,臺北市中正區忠孝西路一段70號1樓,https://ifoodie.tw/restaurant/6194be527cc7fc5d00f4a597-COFFEE-TO-(%E5%9C%8B%E5%AE%B6%E6%94%9D%E5%BD%B1%E6%96%87%E5%8C%96%E4%B8%AD%E5%BF%83%E9%96%80
55,焦糖楓漢方無烟撒粉串燒 同安店,4.5,臺北市中正區同安街38號,https://ifoodie.tw/restaurant/5e3251618c906d5297beb578-%E7%84%A6%E7%B3%96%E6%A5%93%E6%BC%A2%E6%96%B9%E7%84%A1%E7%83%9F%E6%92%92%E7%B2%89%E4%B8%B2%E7%87%92-%E5%90%8C%E5%AE%89%E5%BA%97
56,ponopono,4.8,臺北市中正區和平西路二段85之1號,https://ifoodie.tw/restaurant/61b74a237cc7fc14993bb45b-ponopono
57,桃山 Momoyama,4.1,臺北市中正區忠孝東路一段12號2樓,https://ifoodie.tw/restaurant/5cc85a492756dd37839382f5-%E6%A1%83%E5%B1%B1-Momoyama
58,忠青商行,4.3,臺北市中正區青島東路6之1號青島會館二館,https://ifoodie.tw/restaurant/5e844e4a2261392093b21823-%E5%BF%A0%E9%9D%92%E5%95%86%E8%A1%8C
59,A Small Place,4.8,臺北市中正區牯嶺街95巷51號,https://ifoodie.tw/restaurant/629c719cbaf6d3204a677d04-A-Small-Place
60,人性甜點,4.8,臺北市中正區羅斯福路三段286巷4弄1號,https://ifoodie.tw/restaurant/5e7b691f2756dd7a65543cb1-%E4%BA%BA%E6%80%A7%E7%94%9C%E9%BB%9E
61,請客樓 (喜來登大飯店),4.4,臺北市中正區忠孝東路一段12號17樓,https://ifoodie.tw/restaurant/559d4bc4c03a103ee86c5ebd-%E8%AB%8B%E5%AE%A2%E6%A8%93-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97)
62,東北之家酸菜白肉鍋 青島店,4.3,臺北市中正區青島東路5號,https://ifoodie.tw/restaurant/59ef81312756dd291ac661a3-%E6%9D%B1%E5%8C%97%E4%B9%8B%E5%AE%B6%E9%85%B8%E8%8F%9C%E7%99%BD%E8%82%89%E9%8D%8B-%E9%9D%92%E5%B3%B6%E5%BA%97
63,YumYum 好吃好吃2號店,3.9,臺北市中正區羅斯福路三段316巷16號2樓,https://ifoodie.tw/restaurant/5dd358658c906d1ce32e9354-YumYum-%E5%A5%BD%E5%90%83%E5%A5%BD%E5%90%832%E8%99%9F%E5%BA%97
64,東雛菊-風味鍋物,4.4,臺北市中正區汀州路三段127號,https://ifoodie.tw/restaurant/5e7f5d4c2756dd7a62627b62-%E6%9D%B1%E9%9B%9B%E8%8F%8A-%E9%A2%A8%E5%91%B3%E9%8D%8B%E7%89%A9
65,捲捲村,5.0,臺北市中正區中華路二段313巷5弄20之1號,https://ifoodie.tw/restaurant/6119d17ea627280f71e7c480-%E6%8D%B2%E6%8D%B2%E6%9D%91
66,SUKHOTHAI 蘇可泰泰 (喜來登大飯店),4.4,臺北市中正區忠孝東路一段12號,https://ifoodie.tw/restaurant/559d4bc9c03a103ee86c5ec8-SUKHOTHAI-%E8%98%87%E5%8F%AF%E6%B3%B0%E6%B3%B0-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7
67,秘魯烤雞 Polleria,4.3,臺北市中正區牯嶺街61之5號,https://ifoodie.tw/restaurant/55a60447c03a102ec1415f2e-%E7%A7%98%E9%AD%AF%E7%83%A4%E9%9B%9E-Polleria
68,小螺波 XIAO LUO BO 公館店,4.4,臺北市中正區羅斯福路三段284巷11號一樓,https://ifoodie.tw/restaurant/616786f9a6272874909a1f19-%E5%B0%8F%E8%9E%BA%E6%B3%A2-XIAO-LUO-BO-%E5%85%AC%E9%A4%A8%E5%BA%97
69,藍家割包,3.9,臺北市中正區羅斯福路三段316巷8弄3號,https://ifoodie.tw/restaurant/559d7bc3c03a103ee86c7e94-%E8%97%8D%E5%AE%B6%E5%89%B2%E5%8C%85
70,貳樓餐廳Second Floor Cafe 仁愛店,4.2,臺北市中正區仁愛路二段108號,https://ifoodie.tw/restaurant/559d2fd0c03a103ee86c4d03-%E8%B2%B3%E6%A8%93%E9%A4%90%E5%BB%B3Second-Floor-Caf
71,麵屋武藏 本店,4.3,臺北市中正區忠孝西路一段36號B1,https://ifoodie.tw/restaurant/5b103a0e2756dd5361ca1603-%E9%BA%B5%E5%B1%8B%E6%AD%A6%E8%97%8F-%E6%9C%AC%E5%BA%97
72,蘇杭餐廳,4.0,臺北市中正區濟南路一段2之1號,https://ifoodie.tw/restaurant/559de63bc03a103ee86cbd81-%E8%98%87%E6%9D%AD%E9%A4%90%E5%BB%B3
73,黑滷魯肉飯,4.1,臺北市中正區汀州路二段238號,https://ifoodie.tw/restaurant/566479e92756dd1226aa7f13-%E9%BB%91%E6%BB%B7%E9%AD%AF%E8%82%89%E9%A3%AF
74,瓦崎燒烤火鍋 公館店,3.4,臺北市中正區羅斯福路四段24巷5號,https://ifoodie.tw/restaurant/559d04e1c03a103ee86c3419-%E7%93%A6%E5%B4%8E%E7%87%92%E7%83%A4%E7%81%AB%E9%8D%8B-%E5%85%AC%E9%A4%A8%E5%BA%97
75,勝十蘭拉麵,4.0,中正區南陽街13-2號,https://ifoodie.tw/restaurant/60589dc0cd9957389b207fbd-%E5%8B%9D%E5%8D%81%E8%98%AD%E6%8B%89%E9%BA%B5
76,佳園排骨麵,4.2,臺北市中正區林森南路59之2號,https://ifoodie.tw/restaurant/55a66bd9c03a104df53ca171-%E4%BD%B3%E5%9C%92%E6%8E%92%E9%AA%A8%E9%BA%B5
77,Q丸和洋食堂(台北站前店),4.0,臺北市中正區忠孝西路一段47號B1樓,https://ifoodie.tw/restaurant/559d76b9c03a103ee86c7b6a-Q%E4%B8%B8%E5%92%8C%E6%B4%8B%E9%A3%9F%E5%A0%82(%E5%8F%B0%E5%8C%97%E7%AB%99%E5%89%8D%E5%BA%97)
78,人从众 台北公館店,3.1,臺北市中正區汀州路三段127號1樓,https://ifoodie.tw/restaurant/62b81ae182828764434ad3bc-%E4%BA%BA%E4%BB%8E%E4%BC%97-%E5%8F%B0%E5%8C%97%E5%85%AC%E9%A4%A8%E5%BA%97
79,辰園 (喜來登),4.4,臺北市中正區忠孝東路一段12號B1,https://ifoodie.tw/restaurant/559d4bd3c03a103ee86c5ee4-%E8%BE%B0%E5%9C%92-(%E5%96%9C%E4%BE%86%E7%99%BB)
80,勺勺客 陜西餐館,4.2,臺北市中正區杭州南路一段27號,https://ifoodie.tw/restaurant/559de353c03a103ee86cbb2d-%E5%8B%BA%E5%8B%BA%E5%AE%A2-%E9%99%9C%E8%A5%BF%E9%A4%90%E9%A4%A8
81,阿亮水餃,3.6,臺北市中正區中華路二段309巷15號,https://ifoodie.tw/restaurant/559d8332c03a103ee86c8245-%E9%98%BF%E4%BA%AE%E6%B0%B4%E9%A4%83
82,青島豆漿店,4.2,臺北市中正區杭州南路一段139之3號,https://ifoodie.tw/restaurant/559d8365c03a103ee86c825d-%E9%9D%92%E5%B3%B6%E8%B1%86%E6%BC%BF%E5%BA%97
83,鉄火燒肉 微風北車店,2.8,臺北市中正區北平西路3號2樓,https://ifoodie.tw/restaurant/628797d07cc7fc7ac664a1e6-%E9%89%84%E7%81%AB%E7%87%92%E8%82%89-%E5%BE%AE%E9%A2%A8%E5%8C%97%E8%BB%8A%E5%BA%97
84,Hoo. Donut 呼點甜甜圈,4.6,臺北市中正區南昌路二段7之2號,https://ifoodie.tw/restaurant/5d7d0e988c906d5fe389e426-Hoo.-Donut-%E5%91%BC%E9%BB%9E%E7%94%9C%E7%94%9C%E5%9C%88
85,阿泉麵線,3.9,臺北市中正區許昌街26之3號,https://ifoodie.tw/restaurant/559d14dac03a103ee86c3b6f-%E9%98%BF%E6%B3%89%E9%BA%B5%E7%B7%9A
86,鄭記豬腳飯,4.2,臺北市中正區延平南路22號,https://ifoodie.tw/restaurant/559dae25c03a103ee86c9a27-%E9%84%AD%E8%A8%98%E8%B1%AC%E8%85%B3%E9%A3%AF
87,WingsCoffee_Bar,4.7,臺北市中正區三元街38號,https://ifoodie.tw/restaurant/609ca21a781cc066beb2102e-WingsCoffee_Bar
88,赤神日式豬排,4.3,臺北市中正區羅斯福路3段286巷4弄14號,https://ifoodie.tw/restaurant/559d53ebc03a103ee86c6421-%E8%B5%A4%E7%A5%9E%E6%97%A5%E5%BC%8F%E8%B1%AC%E6%8E%92
89,汪記餅家-手作燒餅(南機場店),4.4,臺北市中正區中華路二段309巷35號南機場夜市,https://ifoodie.tw/restaurant/62afe35acd99576c61306cca-%E6%B1%AA%E8%A8%98%E9%A4%85%E5%AE%B6-%E6%89%8B%E4%BD%9C%E7%87%92%E9%A4%85(%E5%8D%97%E6%A9%9F%E5%A0%B4%E5%BA%97)
90,何太守港式菠蘿包專賣店,4.4,臺北市中正區汀州路三段167號,https://ifoodie.tw/restaurant/5ae8ad182756dd5d801ddfaf-%E4%BD%95%E5%A4%AA%E5%AE%88%E6%B8%AF%E5%BC%8F%E8%8F%A0%E8%98%BF%E5%8C%85%E5%B0%88%E8%B3%A3%E5%BA%97
91,騰堂麵包茶飲,4.6,臺北市中正區汀州路三段135號,https://ifoodie.tw/restaurant/5c0f7a722261395af93bb47b-%E9%A8%B0%E5%A0%82%E9%BA%B5%E5%8C%85%E8%8C%B6%E9%A3%B2
92,賢夫美食,4.4,臺北市中正區羅斯福路四段92號79攤,https://ifoodie.tw/restaurant/5e46ad142756dd434ce25fe7-%E8%B3%A2%E5%A4%AB%E7%BE%8E%E9%A3%9F
93,南機場夜市車輪餅,4.3,臺北市中正區中華路二段327號一樓,https://ifoodie.tw/restaurant/56dc71772756dd7f9f47f046-%E5%8D%97%E6%A9%9F%E5%A0%B4%E5%A4%9C%E5%B8%82%E8%BB%8A%E8%BC%AA%E9%A4%85
94,台北喜來登大飯店,4.3,臺北市中正區忠孝東路一段12號,https://ifoodie.tw/restaurant/62add20b7cc7fc525f4bfbf7-%E5%8F%B0%E5%8C%97%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97
95,旺來甜冰品-Wang Lai Ice Shop,4.0,臺北市中正區羅斯福路四段92號水源市場一樓100號,https://ifoodie.tw/restaurant/62ac80ce7cc7fc525f472ef3-%E6%97%BA%E4%BE%86%E7%94%9C%E5%86%B0%E5%93%81-Wang-Lai-Ice-S
96,同心大腸蚵仔麵線,4.3,臺北市中正區同安街16號,https://ifoodie.tw/restaurant/56019a012756dd161830ba82-%E5%90%8C%E5%BF%83%E5%A4%A7%E8%85%B8%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A
97,友蓁豆花店,4.3,臺北市中正區同安街63之2號,https://ifoodie.tw/restaurant/61bc8d63781cc03b543dacd8-%E5%8F%8B%E8%93%81%E8%B1%86%E8%8A%B1%E5%BA%97
98,蘇杭点心店,4.1,臺北市中正區羅斯福路二段14號,https://ifoodie.tw/restaurant/559dd284c03a103ee86cafaa-%E8%98%87%E6%9D%AD%E7%82%B9%E5%BF%83%E5%BA%97
99,Simple Kaffa 興波咖啡旗艦店,4.2,臺北市中正區忠孝東路二段27號,https://ifoodie.tw/restaurant/5ca3145223679c626fa63ead-Simple-Kaffa-%E8%88%88%E6%B3%A2%E5%92%96%E5%95%A1%E6%97%97%E8%89%A6%E5%BA%97
100,蜀來飽川味小吃,4.7,臺北市中正區汀州路二段96號1樓,https://ifoodie.tw/restaurant/62450873a627287d2fea7e17-%E8%9C%80%E4%BE%86%E9%A3%BD%E5%B7%9D%E5%91%B3%E5%B0%8F%E5%90%83
101,好佳蚵嗲,3.7,臺北市中正區中華路二段315巷4弄南機場夜市,https://ifoodie.tw/restaurant/5f4a647f2756dd2482d867c2-%E5%A5%BD%E4%BD%B3%E8%9A%B5%E5%97%B2
102,王記排骨酥湯,4.3,臺北市中正區汀州路二段81號1F,https://ifoodie.tw/restaurant/60782fa6873d79574dceb246-%E7%8E%8B%E8%A8%98%E6%8E%92%E9%AA%A8%E9%85%A5%E6%B9%AF
103,GinGin Coffee Company,4.3,臺北市中正區臨沂街27巷9號1樓,https://ifoodie.tw/restaurant/59e7983d2756dd291ec594c6-GinGin-Coffee-Compan
104,U & me 找咖,4.5,臺北市中正區羅斯福路二段66巷8號1樓,https://ifoodie.tw/restaurant/59529f9d2756dd2fd18fce87-U-%26-me-%E6%89%BE%E5%92%96
105,福井麵疙瘩,4.4,臺北市中正區寧波西街87之1號,https://ifoodie.tw/restaurant/559d31fbc03a103ee86c4e8b-%E7%A6%8F%E4%BA%95%E9%BA%B5%E7%96%99%E7%98%A9
106,鑫耀鑫,3.9,臺北市中正區公園路20巷12號,https://ifoodie.tw/restaurant/59402ab92756dd524dd08a24-%E9%91%AB%E8%80%80%E9%91%AB
107,居食屋「和民」 站前店,3.9,臺北市中正區館前路6號2樓,https://ifoodie.tw/restaurant/5ff91a3cd6895d01ffd720c0-%E5%B1%85%E9%A3%9F%E5%B1%8B%E3%80%8C%E5%92%8C%E6%B0%91%E3%80%8D-%E7%AB%99%E5%89%8D%E5%BA%97
108,南機場汕頭乾麵,999,臺北市中正區中華路二段311巷,https://ifoodie.tw/restaurant/62a5e9577cc7fc46c93eb2e5-%E5%8D%97%E6%A9%9F%E5%A0%B4%E6%B1%95%E9%A0%AD%E4%B9%BE%E9%BA%B5
109,黃龍莊,4.0,臺北市中正區牯嶺街43號,https://ifoodie.tw/restaurant/5693eefd2756dd533222efea-%E9%BB%83%E9%BE%8D%E8%8E%8A
110,阿榮羊肉飯,4.2,臺北市中正區三元街262號,https://ifoodie.tw/restaurant/5ab9b8a322613976d687bb83-%E9%98%BF%E6%A6%AE%E7%BE%8A%E8%82%89%E9%A3%AF
111,Pizzapub比薩屋 (喜來登大飯店),4.4,臺北市中正區忠孝東路一段12號,https://ifoodie.tw/restaurant/559d4bccc03a103ee86c5ed7-Pizzapub%E6%AF%94%E8%96%A9%E5%B1%8B-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97)
112,特有種商行,4.5,臺北市中正區臨沂街27巷4之1號,https://ifoodie.tw/restaurant/559d5a32c03a103ee86c682f-%E7%89%B9%E6%9C%89%E7%A8%AE%E5%95%86%E8%A1%8C
113,Doze,4.1,臺北市中正區同安街85之8號,https://ifoodie.tw/restaurant/61c5936c7cc7fc755e73f17e-Doze
114,open it. 瑪德蓮專門品牌q 微風北車店,4.5,臺北市中正區北平西路3號,https://ifoodie.tw/restaurant/62aaaaa9a627286113a6140f-open-it.-%E7%91%AA%E5%BE%B7%E8%93%AE%E5%B0%88%E9%96%80%E5%93%81%E7%89%8Cq-%E5%BE%AE%E9%A2%A8
