id,餐廳名稱, 餐廳評價,餐廳地址,餐廳連結
17,SUKHOTHAI 蘇可泰泰 (喜來登大飯店),4.4,臺北市中正區忠孝東路一段12號,https://ifoodie.tw/restaurant/559d4bc9c03a103ee86c5ec8-SUKHOTHAI-%E8%98%87%E5%8F%AF%E6%B3%B0%E6%B3%B0-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7
18,秘魯烤雞 Polleria,4.3,臺北市中正區牯嶺街61之5號,https://ifoodie.tw/restaurant/55a60447c03a102ec1415f2e-%E7%A7%98%E9%AD%AF%E7%83%A4%E9%9B%9E-Polleria
19,小螺波 XIAO LUO BO 公館店,4.4,臺北市中正區羅斯福路三段284巷11號一樓,https://ifoodie.tw/restaurant/616786f9a6272874909a1f19-%E5%B0%8F%E8%9E%BA%E6%B3%A2-XIAO-LUO-BO-%E5%85%AC%E9%A4%A8%E5%BA%97
20,藍家割包,3.9,臺北市中正區羅斯福路三段316巷8弄3號,https://ifoodie.tw/restaurant/559d7bc3c03a103ee86c7e94-%E8%97%8D%E5%AE%B6%E5%89%B2%E5%8C%85
21,貳樓餐廳Second Floor Cafe 仁愛店,4.2,臺北市中正區仁愛路二段108號,https://ifoodie.tw/restaurant/559d2fd0c03a103ee86c4d03-%E8%B2%B3%E6%A8%93%E9%A4%90%E5%BB%B3Second-Floor-Caf
22,麵屋武藏 本店,4.3,臺北市中正區忠孝西路一段36號B1,https://ifoodie.tw/restaurant/5b103a0e2756dd5361ca1603-%E9%BA%B5%E5%B1%8B%E6%AD%A6%E8%97%8F-%E6%9C%AC%E5%BA%97
23,蘇杭餐廳,4.0,臺北市中正區濟南路一段2之1號,https://ifoodie.tw/restaurant/559de63bc03a103ee86cbd81-%E8%98%87%E6%9D%AD%E9%A4%90%E5%BB%B3
24,黑滷魯肉飯,4.1,臺北市中正區汀州路二段238號,https://ifoodie.tw/restaurant/566479e92756dd1226aa7f13-%E9%BB%91%E6%BB%B7%E9%AD%AF%E8%82%89%E9%A3%AF
25,瓦崎燒烤火鍋 公館店,3.4,臺北市中正區羅斯福路四段24巷5號,https://ifoodie.tw/restaurant/559d04e1c03a103ee86c3419-%E7%93%A6%E5%B4%8E%E7%87%92%E7%83%A4%E7%81%AB%E9%8D%8B-%E5%85%AC%E9%A4%A8%E5%BA%97
26,勝十蘭拉麵,4.0,中正區南陽街13-2號,https://ifoodie.tw/restaurant/60589dc0cd9957389b207fbd-%E5%8B%9D%E5%8D%81%E8%98%AD%E6%8B%89%E9%BA%B5
27,東一排骨總店,4.3,臺北市中正區延平南路61號2樓,https://ifoodie.tw/restaurant/559d4e54c03a103ee86c60d6-%E6%9D%B1%E4%B8%80%E6%8E%92%E9%AA%A8%E7%B8%BD%E5%BA%97
28,佳園排骨麵,4.2,臺北市中正區林森南路59之2號,https://ifoodie.tw/restaurant/55a66bd9c03a104df53ca171-%E4%BD%B3%E5%9C%92%E6%8E%92%E9%AA%A8%E9%BA%B5
29,Q丸和洋食堂(台北站前店),4.0,臺北市中正區忠孝西路一段47號B1樓,https://ifoodie.tw/restaurant/559d76b9c03a103ee86c7b6a-Q%E4%B8%B8%E5%92%8C%E6%B4%8B%E9%A3%9F%E5%A0%82(%E5%8F%B0%E5%8C%97%E7%AB%99%E5%89%8D%E5%BA%97)
30,人从众 台北公館店,3.1,臺北市中正區汀州路三段127號1樓,https://ifoodie.tw/restaurant/62b81ae182828764434ad3bc-%E4%BA%BA%E4%BB%8E%E4%BC%97-%E5%8F%B0%E5%8C%97%E5%85%AC%E9%A4%A8%E5%BA%97
